CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLE,JLOCATION,JFOUNDATION,JSECURED
18010001,201801,54.285700000000006,0.9682,3,1,2,34900,1100,3,2,3,3,1,R,R,R,R,R,R,R,R
18010002,201801,54.285700000000006,0.9682,3,1,2,27700,680,1,2,3,3,1,R,R,R,R,R,R,R,R
18010003,201801,16.8842,0.9682,4,1,2,97000,770,1,2,1,2,1,R,R,R,R,R,R,R,R
18010004,201801,16.8842,0.9682,4,1,2,61000,530,1,2,1,2,1,R,R,R,R,R,R,R,R
18010005,201801,54.285700000000006,0.9682,4,1,2,34900,990,1,2,3,3,1,R,R,R,R,R,R,R,R
18010006,201801,16.8842,0.9682,4,1,2,41600,840,1,2,3,2,1,R,R,R,R,R,R,R,R
18010007,201801,10.700000000000001,0.9682,1,1,2,52000,1100,3,2,1,3,9,R,R,R,R,R,R,R,R
18010008,201801,10.700000000000001,0.9682,1,1,2,43000,780,1,2,3,3,9,R,R,R,R,R,R,R,R
18010009,201801,54.285700000000006,0.9682,3,1,2,61000,900,1,1,1,3,1,R,R,R,R,R,R,R,R
18010010,201801,54.285700000000006,0.9682,3,1,2,53000,1200,3,2,1,3,1,I,I,I,I,I,I,I,I
18010011,201801,54.285700000000006,0.9682,3,1,2,38900,1100,3,3,1,2,3,R,R,R,R,R,R,R,R
18010012,201801,54.285700000000006,0.9682,3,1,2,42900,1200,1,2,1,3,1,R,R,R,R,R,R,R,R
18010013,201801,13.472700000000001,0.9682,2,1,2,9,980,3,3,1,2,9,R,9,R,R,R,R,R,R
18010014,201801,13.472700000000001,0.9682,2,1,2,36900,980,3,2,1,3,9,R,R,R,R,R,R,R,R
18010015,201801,13.472700000000001,0.9682,2,1,2,9,1100,3,3,1,3,9,R,9,I,I,I,R,I,I
18010016,201801,13.472700000000001,0.9682,2,1,2,42000,920,3,2,3,3,9,R,R,R,R,R,R,R,R
18010017,201801,13.472700000000001,0.9682,2,1,2,29400,710,1,2,1,3,9,R,R,R,R,R,R,R,R
18010018,201801,13.472700000000001,0.9682,2,1,2,48200,1200,3,1,1,3,9,I,I,I,I,I,I,I,I
18010019,201801,54.285700000000006,0.9682,3,1,2,9,1100,3,3,1,3,1,R,9,R,R,R,R,R,R
18010020,201801,13.472700000000001,0.9682,3,1,2,53000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
18010021,201801,54.285700000000006,0.9682,3,1,2,40200,840,1,2,3,3,1,I,I,I,I,I,I,I,I
18010022,201801,54.285700000000006,0.9682,3,1,2,53000,1200,3,2,1,3,1,R,I,R,R,R,R,R,R
18010023,201801,13.472700000000001,0.9682,2,1,2,40300,920,3,3,1,3,9,I,I,I,I,I,I,I,I
18010024,201801,13.472700000000001,0.9682,2,1,2,9,710,1,3,1,3,9,R,9,R,R,R,R,R,R
18010025,201801,13.472700000000001,0.9682,2,1,2,44800,960,1,2,1,3,9,R,R,R,R,I,R,I,I
18010026,201801,13.472700000000001,0.9682,2,1,2,44800,960,1,2,1,3,9,R,R,R,R,R,R,R,R
18010027,201801,13.472700000000001,0.9682,2,1,2,48300,960,1,3,1,3,9,R,R,R,R,I,R,I,I
18010028,201801,13.472700000000001,0.9682,2,1,2,43900,1100,3,2,1,3,9,R,I,R,R,I,R,R,R
18010029,201801,13.472700000000001,0.9682,2,1,2,44800,960,1,2,1,3,9,R,R,R,R,R,R,R,R
18010030,201801,13.472700000000001,0.9682,2,1,2,29400,960,3,1,1,3,9,R,R,R,R,R,R,R,R
18010031,201801,13.472700000000001,0.9682,2,1,2,39900,1100,3,2,1,3,9,R,R,R,R,R,R,R,R
18010032,201801,54.285700000000006,0.9682,3,1,2,51000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
18010033,201801,13.472700000000001,0.9682,2,1,2,38100,840,1,2,1,3,9,R,I,R,R,R,R,R,R
18010034,201801,13.472700000000001,0.9682,2,1,2,9,1200,3,3,1,2,9,R,9,R,R,R,R,R,R
18010035,201801,13.472700000000001,0.9682,2,1,2,49900,1300,3,2,3,3,9,I,I,I,I,I,I,I,I
18010036,201801,16.8842,0.9682,4,1,2,65000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
18010037,201801,16.8842,0.9682,4,1,2,62000,860,1,2,3,3,1,R,R,R,R,R,R,R,R
18010038,201801,54.285700000000006,0.9682,3,1,2,51000,1200,3,2,1,2,1,R,R,R,R,R,R,R,R
18010039,201801,13.472700000000001,0.9682,2,1,2,51000,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
18010040,201801,13.472700000000001,0.9682,2,1,2,29400,1000,3,3,1,3,9,R,R,R,R,R,R,R,R
18010041,201801,13.472700000000001,0.9682,2,1,2,40300,920,3,1,3,3,9,I,I,I,I,I,I,I,I
18010042,201801,13.472700000000001,0.9682,2,1,2,41300,960,1,3,3,2,9,I,I,I,I,I,I,I,I
18010043,201801,16.8842,0.9682,4,1,2,9,780,1,2,1,3,1,R,9,R,R,R,R,R,R
18010044,201801,10.700000000000001,0.9682,1,1,2,26400,480,1,2,3,3,9,R,R,R,R,R,R,R,R
18010045,201801,10.700000000000001,0.9682,1,1,2,65000,1200,1,2,1,3,9,I,I,I,I,I,I,I,I
18010046,201801,10.700000000000001,0.9682,1,1,2,66000,1200,1,2,1,3,9,R,R,R,R,R,R,R,R
18010047,201801,54.285700000000006,0.9682,3,1,2,53000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
18010048,201801,54.285700000000006,0.9682,3,1,2,56000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
18010049,201801,54.285700000000006,0.9682,3,1,2,57000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
18010050,201801,54.285700000000006,0.9682,3,1,2,53000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
18010051,201801,54.285700000000006,0.9682,3,1,2,27700,680,1,3,3,2,3,R,R,R,R,R,R,R,R
18010052,201801,54.285700000000006,0.9682,3,1,2,53000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
18010053,201801,54.285700000000006,0.9682,3,1,2,66000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
18010054,201801,54.285700000000006,0.9682,3,1,2,43000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
18010055,201801,54.285700000000006,0.9682,3,1,2,53000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
18010056,201801,16.8842,0.9682,2,1,2,43900,1100,3,2,1,3,9,R,I,I,I,I,I,I,I
18010057,201801,13.472700000000001,0.9682,2,1,2,41800,980,3,1,3,3,9,I,I,I,I,I,I,I,I
18010058,201801,13.472700000000001,0.9682,2,1,2,47700,1300,3,2,3,3,9,R,R,R,R,R,R,R,R
18010059,201801,16.8842,0.9682,4,1,2,73000,1200,3,1,3,1,9,I,I,I,I,I,I,I,I
18010060,201801,16.8842,0.9682,4,1,2,55000,840,1,2,1,1,9,I,I,I,I,I,I,I,I
18010061,201801,10.700000000000001,0.9682,1,1,2,66000,900,1,2,1,1,9,R,R,R,R,R,R,R,R
18010062,201801,10.700000000000001,0.9682,1,1,2,63000,1100,3,3,1,1,9,I,I,I,I,I,I,I,I
18010063,201801,13.472700000000001,0.9682,2,1,2,43900,1100,3,2,1,1,9,R,I,I,I,I,R,I,R
18010064,201801,13.472700000000001,0.9682,2,1,2,73000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
18010065,201801,13.472700000000001,0.9682,2,1,2,36600,710,1,2,1,1,9,I,I,I,I,I,I,I,I
18010066,201801,10.700000000000001,0.9682,1,1,2,53000,980,3,3,1,1,9,I,I,I,I,I,I,I,I
18010067,201801,10.700000000000001,0.9682,1,1,2,9,1200,3,2,1,1,9,R,9,I,I,I,R,R,R
18010068,201801,10.700000000000001,0.9682,1,1,2,65000,1200,3,1,1,1,9,I,I,I,I,I,I,I,I
18010069,201801,10.700000000000001,0.9682,1,1,2,49900,980,3,3,1,1,9,R,R,R,R,R,R,R,R
18010070,201801,10.700000000000001,0.9682,1,1,2,26400,480,1,2,1,1,9,I,I,I,I,I,I,I,I
18010071,201801,54.285700000000006,0.9682,3,1,2,40200,840,1,2,3,1,9,I,I,I,I,I,I,I,I
18010072,201801,54.285700000000006,0.9682,3,1,2,53000,1200,3,2,3,1,9,R,I,I,I,I,I,I,R
18010073,201801,16.8842,0.9682,4,1,1,73000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18010074,201801,16.8842,0.9682,4,1,1,80000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010075,201801,54.285700000000006,0.9682,3,1,1,66000,680,1,9,9,9,9,R,R,R,R,9,9,9,9
18010076,201801,54.285700000000006,0.9682,3,1,1,40200,840,1,9,9,9,9,I,I,I,I,9,9,9,9
18010077,201801,54.285700000000006,0.9682,3,1,1,38000,980,3,9,9,9,9,R,R,R,R,9,9,9,9
18010078,201801,54.285700000000006,0.9682,3,1,1,35900,680,1,9,9,9,9,R,R,R,R,9,9,9,9
18010079,201801,16.8842,0.9682,4,1,1,75000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
18010080,201801,13.472700000000001,0.9682,2,1,1,53000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010081,201801,16.8842,0.9682,4,1,1,51000,770,1,9,9,9,9,I,I,I,I,9,9,9,9
18010082,201801,16.8842,0.9682,4,1,1,45000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010083,201801,54.285700000000006,0.9682,3,1,1,66000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010084,201801,54.285700000000006,0.9682,3,1,1,56000,680,1,9,9,9,9,R,R,R,R,9,9,9,9
18010085,201801,54.285700000000006,0.9682,3,1,1,37900,680,1,9,9,9,9,R,R,R,R,9,9,9,9
18010086,201801,54.285700000000006,0.9682,3,1,1,45000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010087,201801,13.472700000000001,0.9682,2,1,1,47000,840,1,9,9,9,9,R,R,R,R,9,9,9,9
18010088,201801,54.285700000000006,0.9682,3,1,1,52000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010089,201801,54.285700000000006,0.9682,3,1,1,55000,920,3,9,9,9,9,R,R,R,R,9,9,9,9
18010090,201801,10.700000000000001,0.9682,1,1,1,62000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010091,201801,10.700000000000001,0.9682,1,1,1,50000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010092,201801,16.8842,0.9682,4,1,1,70000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18010093,201801,54.285700000000006,0.9682,3,1,1,47700,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
18010094,201801,13.472700000000001,0.9682,2,1,1,48200,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
18010095,201801,13.472700000000001,0.9682,2,1,1,41300,960,3,9,9,9,9,R,I,I,I,9,9,9,9
18010096,201801,54.285700000000006,0.9682,3,1,1,53000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18010097,201801,13.472700000000001,0.9682,2,1,1,48200,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18010098,201801,13.472700000000001,0.9682,3,1,1,44900,980,3,9,9,9,9,I,I,I,I,9,9,9,9
18010099,201801,54.285700000000006,0.9682,3,1,1,37700,680,1,9,9,9,9,R,R,R,R,9,9,9,9
18010100,201801,54.285700000000006,0.9682,3,1,1,27700,840,1,9,9,9,9,R,R,R,R,9,9,9,9
18010101,201801,54.285700000000006,0.9682,3,1,1,47000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010102,201801,13.472700000000001,0.9682,3,1,1,43100,920,3,9,9,9,9,I,I,I,I,9,9,9,9
18010103,201801,13.472700000000001,0.9682,2,1,1,49900,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
18010104,201801,54.285700000000006,0.9682,3,1,1,47700,1100,3,9,9,9,9,R,I,R,R,9,9,9,9
18010105,201801,54.285700000000006,0.9682,3,1,1,44000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
18010106,201801,54.285700000000006,0.9682,3,1,1,45800,1000,3,9,9,9,9,R,R,R,R,9,9,9,9
18010107,201801,10.700000000000001,0.9682,1,1,1,58000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
18010108,201801,10.700000000000001,0.9682,1,1,1,45900,560,1,9,9,9,9,R,R,R,R,9,9,9,9
18010109,201801,54.285700000000006,0.9682,3,1,1,34300,840,1,9,9,9,9,R,R,R,R,9,9,9,9
18010110,201801,16.8842,0.9682,4,1,1,54000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010111,201801,54.285700000000006,0.9682,3,1,1,55000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010112,201801,54.285700000000006,0.9682,3,1,1,38400,680,1,9,9,9,9,I,I,I,I,9,9,9,9
18010113,201801,13.472700000000001,0.9682,2,1,1,49900,1300,3,9,9,9,9,I,I,I,I,9,9,9,9
18010114,201801,13.472700000000001,0.9682,2,1,1,54000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010115,201801,13.472700000000001,0.9682,2,1,1,48200,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
18010116,201801,13.472700000000001,0.9682,2,1,1,49500,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
18010117,201801,13.472700000000001,0.9682,2,1,1,41800,980,3,9,9,9,9,I,I,I,I,9,9,9,9
18010118,201801,13.472700000000001,0.9682,2,1,1,44900,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010119,201801,13.472700000000001,0.9682,2,1,1,39900,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010120,201801,13.472700000000001,0.9682,2,1,1,39900,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010121,201801,13.472700000000001,0.9682,2,1,1,44900,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010122,201801,10.700000000000001,0.9682,1,1,1,59000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
18010123,201801,10.700000000000001,0.9682,1,1,1,50000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
18010124,201801,13.472700000000001,0.9682,2,1,1,48200,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18010125,201801,13.472700000000001,0.9682,2,1,1,50000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
18010126,201801,13.472700000000001,0.9682,2,1,1,59000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
18010127,201801,10.700000000000001,0.9682,1,1,1,51000,810,1,9,9,9,9,R,R,R,R,9,9,9,9
18010128,201801,10.700000000000001,0.9682,1,1,1,57000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010129,201801,13.472700000000001,0.9682,2,1,1,63000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010130,201801,13.472700000000001,0.9682,2,1,1,58000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
18010131,201801,13.472700000000001,0.9682,2,1,1,38300,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18010132,201801,54.285700000000006,0.9682,3,1,1,39000,920,3,9,9,9,9,R,R,R,R,9,9,9,9
18010133,201801,54.285700000000006,0.9682,3,1,1,34900,840,1,9,9,9,9,R,R,R,R,9,9,9,9
18010134,201801,54.285700000000006,0.9682,3,1,1,40200,840,1,9,9,9,9,R,I,R,R,9,9,9,9
18010135,201801,54.285700000000006,0.9682,3,1,1,42100,900,1,9,9,9,9,I,I,I,I,9,9,9,9
18010136,201801,54.285700000000006,0.9682,3,1,1,46900,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
18010137,201801,54.285700000000006,0.9682,3,1,1,53000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
18010138,201801,13.472700000000001,0.9682,2,1,1,29400,920,3,9,9,9,9,R,R,R,R,9,9,9,9
18010139,201801,13.472700000000001,0.9682,2,1,1,48200,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18010140,201801,54.285700000000006,0.9682,3,1,1,35500,920,3,9,9,9,9,R,R,R,R,9,9,9,9
18010141,201801,54.285700000000006,0.9682,3,1,1,37200,680,1,9,9,9,9,I,I,I,I,9,9,9,9
18010142,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010143,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010144,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010145,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010146,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010147,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010148,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010149,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010150,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010151,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010152,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010153,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010154,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010155,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010156,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010157,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010158,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010159,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010160,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010161,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010162,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010163,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010164,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010165,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010166,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010167,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010168,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010169,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010170,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010171,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010172,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010173,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010174,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010175,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010176,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010177,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010178,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010179,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010180,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010181,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010182,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010183,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010184,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010185,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010186,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010187,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010188,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010189,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010190,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010191,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010192,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010193,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010194,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010195,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010196,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010197,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010198,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010199,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010200,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010201,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010202,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010203,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010204,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010205,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010206,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010207,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010208,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010209,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010210,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010211,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010212,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010213,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010214,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010215,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010216,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010217,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010218,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010219,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010220,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010221,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010222,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010223,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010224,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010225,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010226,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010227,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010228,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010229,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010230,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010231,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010232,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010233,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010234,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010235,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010236,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010237,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010238,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010239,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010240,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010241,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010242,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010243,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010244,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010245,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010246,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010247,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010248,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010249,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010250,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010251,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18010252,201801,1.0,0.9682,5,1,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
