CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLE,JLOCATION,JFOUNDATION,JSECURED
18080369,201808,31.625,1.0417,3,2,1,100000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
18080370,201808,7.863600000000001,1.0417,3,2,1,77000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
18080371,201808,7.863600000000001,1.0417,2,2,1,103000,1700,3,9,9,9,9,R,I,I,I,9,9,9,9
18080372,201808,7.863600000000001,1.0417,2,2,1,78000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
18080373,201808,7.863600000000001,1.0417,2,2,1,115000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
18080374,201808,7.863600000000001,1.0417,2,2,1,86000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
18080375,201808,6.95,1.0417,1,2,1,53000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
18080376,201808,6.95,1.0417,1,2,1,107000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
18080377,201808,31.625,1.0417,3,2,1,89000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
18080378,201808,7.863600000000001,1.0417,2,2,1,96000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
18080379,201808,7.863600000000001,1.0417,2,2,1,107000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
18080380,201808,7.863600000000001,1.0417,2,2,1,87000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
18080381,201808,7.863600000000001,1.0417,2,2,1,54000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18080382,201808,31.625,1.0417,3,2,1,80000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
18080383,201808,6.95,1.0417,1,2,1,109000,1800,3,9,9,9,9,I,I,I,I,9,9,9,9
18080384,201808,31.625,1.0417,3,2,1,97000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
18080385,201808,6.95,1.0417,1,2,1,232000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
18080386,201808,6.95,1.0417,1,2,1,90000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
18080387,201808,7.863600000000001,1.0417,2,2,1,100000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
18080388,201808,6.95,1.0417,1,2,1,85000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
18080389,201808,7.863600000000001,1.0417,2,2,1,107000,1800,3,9,9,9,9,R,I,I,I,9,9,9,9
18080390,201808,31.625,1.0417,3,2,1,48900,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
18080391,201808,31.625,1.0417,3,2,1,63000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
18080392,201808,31.625,1.0417,3,2,1,92000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
18080393,201808,31.625,1.0417,3,2,1,73000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
18080394,201808,31.625,1.0417,3,2,1,119000,2100,3,9,9,9,9,R,I,R,R,9,9,9,9
18080395,201808,31.625,1.0417,3,2,1,77000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
18080396,201808,31.625,1.0417,3,2,1,119000,2100,3,9,9,9,9,I,I,I,I,9,9,9,9
18080397,201808,7.863600000000001,1.0417,2,2,1,54000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18080398,201808,31.625,1.0417,3,2,1,100000,1600,1,9,9,9,9,I,I,I,I,9,9,9,9
18080399,201808,31.625,1.0417,3,2,1,100000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
18080400,201808,31.625,1.0417,3,2,1,156000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
18080401,201808,7.863600000000001,1.0417,2,2,1,54000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
18080402,201808,7.3228,1.0417,5,3,1,187000,2400,3,9,9,9,9,R,R,R,R,9,9,9,9
18080403,201808,31.625,1.0417,5,2,3,9,9,9,9,9,9,9,I,9,9,9,9,9,9,9
18080404,201808,10.984200000000001,1.0417,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18080405,201808,10.984200000000001,1.0417,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
18090001,201809,18.1263,1.0337,4,1,2,70000,870,1,3,1,2,1,R,R,R,R,R,R,R,R
18090002,201809,18.1263,1.0337,4,1,2,64000,1200,3,2,1,3,1,I,I,I,I,I,I,I,I
18090003,201809,14.1636,1.0337,4,1,2,9,920,3,3,1,3,1,R,9,R,R,R,R,R,R
18090004,201809,11.8167,1.0337,1,1,2,77000,1100,1,2,3,2,9,R,R,R,R,R,R,R,R
18090005,201809,11.8167,1.0337,1,1,2,70000,920,1,1,1,3,9,R,R,R,R,R,R,R,R
18090006,201809,11.8167,1.0337,1,1,2,49900,920,1,2,1,3,9,R,R,R,R,R,R,R,R
18090007,201809,11.8167,1.0337,1,1,2,67000,1200,1,2,1,2,9,R,I,R,R,R,R,R,R
18090008,201809,51.4714,1.0337,3,1,2,52000,1000,1,1,1,3,1,I,I,I,I,I,I,I,I
18090009,201809,51.4714,1.0337,3,1,2,42500,840,1,2,1,3,1,I,I,I,I,I,I,I,I
18090010,201809,51.4714,1.0337,3,1,2,52000,1000,1,1,1,3,1,I,I,I,I,I,I,I,I
18090011,201809,51.4714,1.0337,3,1,2,64000,1200,3,1,1,3,1,I,I,I,I,I,I,I,I
18090012,201809,51.4714,1.0337,3,1,2,52000,1000,1,3,1,3,1,I,I,I,I,I,I,I,I
18090013,201809,51.4714,1.0337,3,1,2,47300,920,3,2,1,3,1,R,I,I,I,I,R,I,I
18090014,201809,51.4714,1.0337,3,1,2,54000,920,3,2,3,3,1,R,R,R,R,R,R,R,R
18090015,201809,18.1263,1.0337,4,1,2,49900,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
18090016,201809,14.1636,1.0337,2,1,2,52000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
18090017,201809,14.1636,1.0337,2,1,2,9,1100,3,3,1,3,9,R,9,R,R,R,R,R,R
18090018,201809,14.1636,1.0337,2,1,2,35900,710,1,2,1,3,9,R,R,R,R,I,I,I,I
18090019,201809,14.1636,1.0337,2,1,2,37700,1300,3,1,1,3,9,R,R,R,R,R,R,R,R
18090020,201809,14.1636,1.0337,2,1,2,9,1200,3,3,1,3,9,R,9,R,R,R,R,R,R
18090021,201809,14.1636,1.0337,2,1,2,65000,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
18090022,201809,14.1636,1.0337,2,1,2,60000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
18090023,201809,51.4714,1.0337,3,1,2,55000,1100,3,2,3,3,1,I,I,I,I,I,I,I,I
18090024,201809,51.4714,1.0337,3,1,2,36600,1100,3,1,1,3,1,R,R,R,R,R,R,R,R
18090025,201809,14.1636,1.0337,2,1,2,55000,1100,3,2,1,2,9,I,I,I,I,I,I,I,I
18090026,201809,14.1636,1.0337,2,1,2,64000,1200,3,2,1,3,9,I,I,I,I,I,I,I,I
18090027,201809,14.1636,1.0337,2,1,2,57000,1100,1,2,1,2,9,I,I,I,I,I,I,I,I
18090028,201809,14.1636,1.0337,2,1,2,64000,1200,3,2,1,2,9,I,I,I,I,I,I,I,I
18090029,201809,14.1636,1.0337,2,1,2,64000,1200,3,3,1,3,9,I,I,I,I,I,I,I,I
18090030,201809,51.4714,1.0337,3,1,2,61000,1200,3,2,3,2,1,R,I,I,I,I,I,I,I
18090031,201809,14.1636,1.0337,2,1,2,63000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
18090032,201809,14.1636,1.0337,2,1,2,64000,1200,3,1,3,3,9,I,I,I,I,I,I,I,I
18090033,201809,14.1636,1.0337,2,1,2,64000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
18090034,201809,14.1636,1.0337,2,1,2,59000,1200,3,1,1,2,9,R,R,R,R,R,R,R,R
18090035,201809,11.8167,1.0337,4,1,2,67000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
18090036,201809,11.8167,1.0337,1,1,2,58000,1100,1,2,3,3,9,I,I,I,I,I,I,I,I
18090037,201809,11.8167,1.0337,1,1,2,55000,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
18090038,201809,11.8167,1.0337,1,1,2,48900,950,3,2,1,3,9,R,I,R,R,I,R,I,I
18090039,201809,11.8167,1.0337,1,1,2,58000,900,1,1,3,2,9,R,R,R,R,R,R,R,R
18090040,201809,51.4714,1.0337,3,1,2,45900,680,1,2,1,3,1,R,R,R,R,R,R,R,R
18090041,201809,51.4714,1.0337,3,1,2,79000,1200,1,2,3,2,1,R,R,R,R,R,R,R,R
18090042,201809,14.1636,1.0337,2,1,2,9,840,1,3,1,2,9,R,9,R,R,R,R,R,R
18090043,201809,14.1636,1.0337,2,1,2,55000,1100,3,3,3,3,9,I,I,I,I,I,I,I,I
18090044,201809,14.1636,1.0337,2,1,2,73000,1300,3,2,3,3,9,I,I,I,I,I,I,I,I
18090045,201809,11.8167,1.0337,1,1,2,64000,1200,3,2,1,3,9,R,I,I,I,I,I,I,I
18090046,201809,11.8167,1.0337,1,1,2,45400,920,3,2,1,3,9,R,R,R,R,R,R,R,R
18090047,201809,11.8167,1.0337,1,1,2,63000,1100,1,2,3,3,9,R,R,R,R,R,R,R,R
18090048,201809,11.8167,1.0337,1,1,2,45700,900,1,2,1,3,9,R,I,I,I,I,R,I,I
18090049,201809,11.8167,1.0337,1,1,2,48900,950,3,2,1,3,9,I,I,I,I,I,I,I,I
18090050,201809,51.4714,1.0337,3,1,2,46100,840,1,2,3,3,1,R,R,R,R,R,R,R,R
18090051,201809,51.4714,1.0337,3,1,2,66000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
18090052,201809,51.4714,1.0337,3,1,2,79000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
18090053,201809,51.4714,1.0337,3,1,2,47300,920,3,2,1,3,1,R,I,I,I,I,R,I,I
18090054,201809,51.4714,1.0337,3,1,2,39000,920,3,1,1,2,1,R,R,R,R,R,R,R,R
18090055,201809,51.4714,1.0337,3,1,2,59000,1200,3,2,3,3,1,R,R,R,R,R,R,R,R
18090056,201809,51.4714,1.0337,3,1,2,34700,920,3,2,3,2,1,R,R,R,R,R,R,R,R
18090057,201809,51.4714,1.0337,3,1,2,9,960,1,3,1,3,1,R,9,R,R,R,R,R,R
18090058,201809,51.4714,1.0337,3,1,2,47500,1100,1,2,3,3,1,R,R,R,R,R,R,R,R
18090059,201809,51.4714,1.0337,3,1,2,64000,1200,3,2,3,3,1,I,I,I,I,I,I,I,I
18090060,201809,14.1636,1.0337,2,1,2,60000,1200,3,2,1,3,9,R,R,R,R,R,R,R,R
18090061,201809,18.1263,1.0337,4,1,2,60000,1200,1,2,1,1,9,R,I,I,I,I,R,I,R
18090062,201809,14.1636,1.0337,4,1,2,58000,670,1,1,1,1,9,R,R,R,R,R,R,R,R
18090063,201809,18.1263,1.0337,4,1,2,28400,670,1,3,1,1,9,I,I,I,I,I,I,I,I
18090064,201809,14.1636,1.0337,2,1,2,73000,1100,1,2,1,1,9,R,R,R,R,R,R,R,R
18090065,201809,14.1636,1.0337,2,1,2,50000,1200,3,2,1,1,9,R,R,R,R,R,R,R,R
18090066,201809,14.1636,1.0337,2,1,2,29400,870,1,1,1,1,9,R,R,R,R,R,R,R,R
18090067,201809,11.8167,1.0337,1,1,2,54000,1000,1,2,3,1,9,R,I,I,I,R,R,R,R
18090068,201809,11.8167,1.0337,1,1,2,9,1000,1,3,1,1,9,R,9,I,I,I,R,R,R
18090069,201809,11.8167,1.0337,1,1,2,58000,1100,1,2,1,1,9,I,I,I,I,I,I,I,I
18090070,201809,14.1636,1.0337,2,1,2,64000,1200,3,3,3,1,9,I,I,I,I,I,I,I,I
18090071,201809,14.1636,1.0337,2,1,2,42500,840,1,2,3,1,9,I,I,I,I,I,I,I,I
18090072,201809,18.1263,1.0337,4,1,1,60000,1200,1,9,9,9,9,I,I,I,I,9,9,9,9
18090073,201809,51.4714,1.0337,3,1,1,64000,1200,1,9,9,9,9,I,I,I,I,9,9,9,9
18090074,201809,51.4714,1.0337,3,1,1,52000,1000,1,9,9,9,9,I,I,I,I,9,9,9,9
18090075,201809,51.4714,1.0337,3,1,1,47500,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090076,201809,51.4714,1.0337,3,1,1,47300,920,3,9,9,9,9,I,I,I,I,9,9,9,9
18090077,201809,14.1636,1.0337,2,1,1,64000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
18090078,201809,18.1263,1.0337,4,1,1,97000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090079,201809,14.1636,1.0337,2,1,1,63000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18090080,201809,51.4714,1.0337,3,1,1,39900,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
18090081,201809,14.1636,1.0337,2,1,1,55000,1100,3,9,9,9,9,R,I,R,R,9,9,9,9
18090082,201809,14.1636,1.0337,2,1,1,64000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
18090083,201809,14.1636,1.0337,2,1,1,55000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090084,201809,51.4714,1.0337,3,1,1,56000,680,1,9,9,9,9,R,R,R,R,9,9,9,9
18090085,201809,51.4714,1.0337,3,1,1,39800,900,1,9,9,9,9,R,R,R,R,9,9,9,9
18090086,201809,18.1263,1.0337,4,1,1,58000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
18090087,201809,51.4714,1.0337,3,1,1,60000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090088,201809,18.1263,1.0337,4,1,1,77000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090089,201809,51.4714,1.0337,3,1,1,45700,900,1,9,9,9,9,I,I,I,I,9,9,9,9
18090090,201809,11.8167,1.0337,1,1,1,47300,920,3,9,9,9,9,I,I,I,I,9,9,9,9
18090091,201809,14.1636,1.0337,2,1,1,55000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
18090092,201809,14.1636,1.0337,2,1,1,73000,1300,3,9,9,9,9,R,I,R,R,9,9,9,9
18090093,201809,14.1636,1.0337,2,1,1,63000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18090094,201809,14.1636,1.0337,2,1,1,63000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18090095,201809,14.1636,1.0337,2,1,1,55000,1100,3,9,9,9,9,I,I,I,I,9,9,9,9
18090096,201809,51.4714,1.0337,3,1,1,61000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
18090097,201809,51.4714,1.0337,3,1,1,64000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18090098,201809,51.4714,1.0337,3,1,1,65000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090099,201809,18.1263,1.0337,4,1,1,45700,900,1,9,9,9,9,R,I,R,R,9,9,9,9
18090100,201809,51.4714,1.0337,3,1,1,27700,920,3,9,9,9,9,R,R,R,R,9,9,9,9
18090101,201809,51.4714,1.0337,3,1,1,27700,840,1,9,9,9,9,R,R,R,R,9,9,9,9
18090102,201809,51.4714,1.0337,3,1,1,55000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090103,201809,18.1263,1.0337,4,1,1,60000,1200,1,9,9,9,9,R,I,R,R,9,9,9,9
18090104,201809,51.4714,1.0337,3,1,1,54000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090105,201809,14.1636,1.0337,2,1,1,55000,1100,3,9,9,9,9,R,I,R,R,9,9,9,9
18090106,201809,11.8167,1.0337,1,1,1,70000,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
18090107,201809,51.4714,1.0337,3,1,1,55000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090108,201809,14.1636,1.0337,2,1,1,29400,710,1,9,9,9,9,I,I,I,I,9,9,9,9
18090109,201809,14.1636,1.0337,2,1,1,64000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18090110,201809,14.1636,1.0337,2,1,1,65000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090111,201809,18.1263,1.0337,2,1,1,39900,710,1,9,9,9,9,R,R,R,R,9,9,9,9
18090112,201809,14.1636,1.0337,2,1,1,60000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
18090113,201809,18.1263,1.0337,2,1,1,47900,920,1,9,9,9,9,R,R,R,R,9,9,9,9
18090114,201809,14.1636,1.0337,2,1,1,60000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090115,201809,14.1636,1.0337,2,1,1,55000,1100,3,9,9,9,9,R,R,R,R,9,9,9,9
18090116,201809,14.1636,1.0337,2,1,1,55000,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
18090117,201809,18.1263,1.0337,4,1,1,69000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
18090118,201809,51.4714,1.0337,3,1,1,39400,680,1,9,9,9,9,I,I,I,I,9,9,9,9
18090119,201809,14.1636,1.0337,2,1,1,64000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18090120,201809,14.1636,1.0337,2,1,1,64000,1200,1,9,9,9,9,R,I,R,R,9,9,9,9
18090121,201809,14.1636,1.0337,2,1,1,63000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
18090122,201809,14.1636,1.0337,2,1,1,64000,1200,1,9,9,9,9,I,I,I,I,9,9,9,9
18090123,201809,25.7357,1.0563,3,2,2,118000,1900,3,2,3,2,1,R,I,R,R,R,R,R,R
18090124,201809,25.7357,1.0563,3,2,2,78000,1800,3,2,3,3,1,R,R,R,R,R,R,R,R
18090125,201809,25.7357,1.0563,3,2,2,117000,1600,3,2,3,3,1,R,R,R,R,R,R,R,R
18090126,201809,25.7357,1.0563,3,2,2,130000,2100,3,2,3,3,1,I,I,I,I,I,I,I,I
18090127,201809,9.0632,1.0563,4,2,2,118000,1800,3,1,1,3,1,R,R,R,R,R,R,R,R
18090128,201809,9.0632,1.0563,4,2,2,85000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
18090129,201809,9.0632,1.0563,4,2,2,124000,1600,3,1,3,3,1,R,R,R,R,R,R,R,R
18090130,201809,9.0632,1.0563,4,2,2,84000,1300,3,1,3,3,1,I,I,I,I,I,I,I,I
18090131,201809,9.0632,1.0563,4,2,2,134000,2100,3,3,3,3,3,R,R,R,R,R,R,R,R
18090132,201809,9.0632,1.0563,4,2,2,102000,1600,3,2,3,2,1,R,I,I,I,I,R,I,I
18090133,201809,9.0632,1.0563,4,2,2,102000,1600,3,2,3,2,1,I,I,I,I,I,I,I,I
18090134,201809,9.0632,1.0563,4,2,2,86000,1300,1,2,3,2,1,I,I,I,I,I,I,I,I
18090135,201809,9.0632,1.0563,4,2,2,125000,2100,3,3,3,2,1,R,R,R,R,R,R,R,R
18090136,201809,9.0632,1.0563,4,2,2,120000,1200,1,2,1,2,1,R,R,R,R,R,R,R,R
18090137,201809,9.0632,1.0563,4,2,2,80000,1200,1,2,3,2,1,I,I,I,I,I,I,I,I
18090138,201809,9.0632,1.0563,4,2,2,135000,1300,1,2,1,2,1,R,R,R,R,R,R,R,R
18090139,201809,9.0632,1.0563,4,2,2,123000,2000,3,2,1,2,1,R,I,I,I,I,R,I,I
18090140,201809,9.0632,1.0563,4,2,2,86000,1700,3,2,3,3,1,R,R,R,R,R,R,R,R
18090141,201809,25.7357,1.0563,3,2,2,106000,1700,3,2,3,3,1,I,I,I,I,I,I,I,I
18090142,201809,9.0632,1.0563,4,2,2,93000,1600,1,1,1,3,1,R,R,I,I,R,I,R,I
18090143,201809,9.0632,1.0563,4,2,2,130000,1400,3,2,1,2,1,R,R,R,R,R,R,R,R
18090144,201809,9.0632,1.0563,4,2,2,238000,1600,3,2,1,2,1,R,R,R,R,R,R,R,R
18090145,201809,9.0632,1.0563,4,2,2,86000,1700,3,2,3,2,1,R,R,R,R,R,R,R,R
18090146,201809,9.0632,1.0563,4,2,2,238000,1800,3,2,1,3,1,R,R,R,R,R,R,R,R
18090147,201809,9.0632,1.0563,4,2,2,58000,970,1,2,1,2,1,I,I,I,I,I,I,I,I
18090148,201809,9.0632,1.0563,4,2,2,89000,1600,3,2,1,3,1,R,R,R,R,R,R,R,R
18090149,201809,9.0632,1.0563,4,2,2,99000,970,1,2,1,2,1,R,R,R,R,R,R,R,R
18090150,201809,9.0632,1.0563,4,2,2,130000,2100,3,2,1,2,1,I,I,I,I,I,I,I,I
18090151,201809,9.0632,1.0563,4,2,2,81000,1200,1,2,1,3,1,R,I,R,R,R,R,R,R
18090152,201809,9.0632,1.0563,4,2,2,81000,1200,1,2,1,3,1,R,I,R,R,R,R,R,R
18090153,201809,9.0632,1.0563,4,2,2,92000,1400,3,2,1,3,1,I,I,I,I,I,I,I,I
18090154,201809,6.0421000000000005,1.0563,5,3,2,191000,2400,3,2,3,3,3,R,R,R,R,R,R,R,R
18090155,201809,9.0632,1.0563,4,2,2,94000,1400,3,2,1,2,1,R,R,R,R,R,R,R,R
18090156,201809,5.9083000000000006,1.0563,1,2,2,129000,1800,3,1,3,2,9,R,R,R,R,R,R,R,R
18090157,201809,5.9083000000000006,1.0563,1,2,2,102000,1000,3,2,1,3,9,R,R,R,R,R,R,R,R
18090158,201809,5.9083000000000006,1.0563,1,2,2,232000,1800,3,2,1,3,9,R,R,R,R,R,R,R,R
18090159,201809,5.9083000000000006,1.0563,1,2,2,110000,1200,1,1,1,3,9,R,R,R,R,R,R,R,R
18090160,201809,25.7357,1.0563,3,2,2,112000,1800,3,2,3,2,1,R,I,I,I,I,R,I,I
18090161,201809,25.7357,1.0563,3,2,2,98000,1300,3,1,1,3,1,R,R,R,R,R,R,R,R
18090162,201809,25.7357,1.0563,3,2,2,75000,1100,1,2,1,3,1,R,I,R,R,R,R,R,R
18090163,201809,25.7357,1.0563,3,2,2,70000,1100,3,2,1,3,1,R,R,R,R,R,R,R,R
18090164,201809,25.7357,1.0563,3,2,2,98000,1600,1,1,1,3,1,R,I,I,I,I,R,I,I
18090165,201809,25.7357,1.0563,3,2,2,99000,1600,3,2,1,3,1,R,I,I,I,I,R,I,I
18090166,201809,25.7357,1.0563,3,2,2,81000,1400,3,2,3,3,1,R,R,R,R,R,R,R,R
18090167,201809,25.7357,1.0563,3,2,2,80000,1100,1,2,1,3,1,R,R,R,R,R,R,R,R
18090168,201809,25.7357,1.0563,3,2,2,156000,1600,1,3,1,3,1,R,R,R,R,R,R,R,R
18090169,201809,9.0632,1.0563,4,2,2,67000,1200,3,2,3,2,1,R,R,R,R,R,R,R,R
18090170,201809,9.0632,1.0563,4,2,2,58000,1200,3,1,1,3,1,R,R,R,R,R,R,R,R
18090171,201809,7.0818,1.0563,2,2,2,98000,1600,3,1,3,3,9,R,R,R,R,R,R,R,R
18090172,201809,3.5409,1.0563,5,3,2,240000,2300,3,2,1,3,1,R,R,R,R,R,R,R,R
18090173,201809,7.0818,1.0563,2,2,2,135000,1800,3,2,1,3,9,R,R,R,R,R,R,R,R
18090174,201809,25.7357,1.0563,3,2,2,95000,2100,3,2,3,3,1,R,R,R,R,R,R,R,R
18090175,201809,25.7357,1.0563,3,2,2,93000,1500,3,2,3,3,1,I,I,I,I,I,I,I,I
18090176,201809,25.7357,1.0563,3,2,2,93000,1500,3,2,3,3,1,I,I,I,I,I,I,I,I
18090177,201809,25.7357,1.0563,3,2,2,131000,2100,3,2,1,3,1,R,I,I,I,I,I,I,I
18090178,201809,25.7357,1.0563,3,2,2,156000,2500,3,2,3,3,1,I,I,I,I,I,I,I,I
18090179,201809,25.7357,1.0563,3,2,2,156000,2500,3,2,3,2,1,R,I,R,R,R,R,R,R
18090180,201809,25.7357,1.0563,3,2,2,90000,2500,3,1,3,3,1,R,R,R,R,R,R,R,R
18090181,201809,7.0818,1.0563,2,2,2,115000,1800,3,3,1,3,9,R,R,R,R,R,R,R,R
18090182,201809,7.0818,1.0563,2,2,2,80000,1900,3,3,1,3,9,R,R,R,R,R,R,R,R
18090183,201809,7.0818,1.0563,2,2,2,99000,1600,3,2,1,3,9,R,I,I,I,I,R,I,I
18090184,201809,7.0818,1.0563,2,2,2,165000,2400,3,2,1,3,9,I,I,I,I,I,I,I,I
18090185,201809,7.0818,1.0563,2,2,2,115000,1800,3,3,1,3,9,R,R,R,R,R,R,R,R
18090186,201809,7.0818,1.0563,2,2,2,99000,1600,3,3,1,3,9,I,I,I,I,I,I,I,I
18090187,201809,7.0818,1.0563,2,2,2,94000,1400,1,2,1,3,9,R,R,R,R,R,R,R,R
18090188,201809,7.0818,1.0563,2,2,2,141000,2400,3,2,1,3,9,I,I,I,I,I,I,I,I
18090189,201809,7.0818,1.0563,2,2,2,80000,1600,3,1,1,2,9,R,R,R,R,R,R,R,R
18090190,201809,7.0818,1.0563,2,2,2,80000,1600,3,1,1,2,9,R,R,R,R,R,R,R,R
18090191,201809,7.0818,1.0563,2,2,2,99000,1600,3,2,1,3,9,R,I,I,I,I,R,I,I
18090192,201809,7.0818,1.0563,2,2,2,103000,1600,3,2,1,3,9,I,I,I,I,I,I,I,I
18090193,201809,7.0818,1.0563,2,2,2,165000,2400,3,2,1,3,9,I,I,I,I,I,I,I,I
18090194,201809,25.7357,1.0563,3,2,2,90000,1600,3,2,3,3,1,R,R,R,R,R,R,R,R
18090195,201809,25.7357,1.0563,3,2,2,99000,1600,3,2,3,3,1,I,I,I,I,I,I,I,I
18090196,201809,25.7357,1.0563,3,2,2,68000,1500,3,2,3,3,1,R,R,R,R,R,R,R,R
18090197,201809,25.7357,1.0563,3,2,2,67000,1500,3,2,3,2,1,R,R,R,R,R,R,R,R
18090198,201809,25.7357,1.0563,3,2,2,99000,1600,3,2,3,3,1,I,I,I,I,I,I,I,I
18090199,201809,7.0818,1.0563,2,2,2,128000,2100,3,2,3,3,9,R,R,R,R,R,R,R,R
18090200,201809,7.0818,1.0563,2,2,2,96000,1600,3,2,1,3,9,R,R,R,R,R,R,R,R
18090201,201809,7.0818,1.0563,2,2,2,137000,2200,3,2,3,3,9,R,I,R,R,R,R,R,R
18090202,201809,9.0632,1.0563,4,2,2,105000,1700,3,2,3,3,1,I,I,I,I,I,I,I,I
18090203,201809,9.0632,1.0563,4,2,2,123000,2000,3,2,3,2,1,I,I,I,I,I,I,I,I
18090204,201809,5.9083000000000006,1.0563,1,2,2,71000,1000,3,2,1,2,9,R,I,R,R,R,R,R,R
18090205,201809,5.9083000000000006,1.0563,1,2,2,105000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
18090206,201809,5.9083000000000006,1.0563,1,2,2,79000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
18090207,201809,5.9083000000000006,1.0563,1,2,2,92000,1400,3,2,1,3,9,I,I,I,I,I,I,I,I
18090208,201809,5.9083000000000006,1.0563,1,2,2,71000,1000,3,2,1,2,9,I,I,I,I,I,I,I,I
18090209,201809,5.9083000000000006,1.0563,1,2,2,76000,1700,3,2,1,3,9,R,R,R,R,R,R,R,R
18090210,201809,5.9083000000000006,1.0563,1,2,2,94000,1400,3,2,3,3,9,R,R,R,R,R,R,R,R
18090211,201809,5.9083000000000006,1.0563,1,2,2,69000,1500,3,2,3,3,9,R,R,R,R,R,R,R,R
18090212,201809,25.7357,1.0563,3,2,2,156000,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
18090213,201809,7.0818,1.0563,2,2,2,120000,1700,3,2,3,2,9,R,R,R,R,R,R,R,R
18090214,201809,7.0818,1.0563,2,2,2,99000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
