SECTIONS,shipmonth,weight,status,region,TITLED,wgtadj,jstatus,jprice,jsqft,jbedroom,price,sqft,jtitle,jlocation,jfoundation,jsecured,bedrooms,location,foundation,secured,controlid
1,201601,8.716666666666667,2,1,2,1.0000365284384733,R,R,R,R,32300,700,R,R,R,R,1,3,3,1,16010001
1,201601,8.716666666666667,1,1,9,1.0000365284384733,R,I,I,I,36000,700,9,9,9,9,1,9,9,9,16010002
1,201601,8.716666666666667,2,1,2,1.0000365284384733,I,I,I,I,36000,700,I,I,I,I,1,1,3,1,16010003
1,201601,8.716666666666667,2,1,2,1.0000365284384733,R,R,R,R,64000,700,R,R,R,R,1,1,3,1,16010004
1,201601,8.716666666666667,1,1,9,1.0000365284384733,R,R,R,R,37000,800,9,9,9,9,3,9,9,9,16010005
1,201601,8.716666666666667,1,1,9,1.0000365284384733,I,I,I,I,40000,800,9,9,9,9,3,9,9,9,16010006
1,201601,8.716666666666667,1,1,9,1.0000365284384733,I,I,I,I,42000,900,9,9,9,9,1,9,9,9,16010007
1,201601,8.716666666666667,2,1,2,1.0000365284384733,R,R,R,R,47000,900,R,R,R,R,1,1,3,1,16010008
1,201601,8.716666666666667,1,1,9,1.0000365284384733,I,I,I,I,43000,1000,9,9,9,9,1,9,9,9,16010009
1,201601,8.716666666666667,1,1,9,1.0000365284384733,I,I,I,I,43000,1000,9,9,9,9,1,9,9,9,16010010
1,201601,8.716666666666667,2,1,2,1.0000365284384733,I,I,I,I,44000,1000,I,I,I,I,3,3,1,9,16010011
1,201601,8.716666666666667,2,1,3,1.0000365284384733,R,R,R,R,48000,1000,R,R,R,R,1,1,3,1,16010012
1,201601,8.716666666666667,1,1,9,1.0000365284384733,R,R,R,R,49000,1000,9,9,9,9,3,9,9,9,16010013
1,201601,8.716666666666667,2,1,2,1.0000365284384733,R,R,R,R,101100,1000,R,R,R,R,1,1,3,1,16010014
1,201601,8.716666666666667,2,1,2,1.0000365284384733,R,9,I,I,9,1100,I,R,I,I,3,1,2,1,16010015
1,201601,8.716666666666667,2,1,3,1.0000365284384733,R,R,R,R,32300,1100,R,R,R,R,3,1,2,1,16010016
1,201601,8.716666666666667,1,1,9,1.0000365284384733,R,R,R,R,44000,1100,9,9,9,9,3,9,9,9,16010017
1,201601,8.716666666666667,2,1,2,1.0000365284384733,I,I,I,I,47000,1100,I,I,I,I,3,1,1,9,16010018
1,201601,8.716666666666667,2,1,2,1.0000365284384733,I,I,I,I,52000,1200,I,I,I,I,3,3,1,9,16010019
1,201601,8.716666666666667,1,1,9,1.0000365284384733,R,R,R,R,101100,1200,9,9,9,9,3,9,9,9,16010020
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,51900,1100,9,9,9,9,1,9,9,9,16010021
2,201601,4.358333333333333,2,1,3,1.034693814718646,R,R,R,R,66000,1100,I,I,R,R,1,1,1,9,16010022
2,201601,4.358333333333333,2,1,3,1.034693814718646,R,R,R,R,51900,1100,R,R,R,R,3,3,1,9,16010023
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,60000,1100,R,R,R,R,3,3,3,1,16010024
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,62000,1100,9,9,9,9,3,9,9,9,16010025
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,64000,1100,9,9,9,9,3,9,9,9,16010026
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,I,R,R,79000,1300,9,9,9,9,3,9,9,9,16010027
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,130000,1300,R,R,R,R,1,1,1,9,16010028
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,77000,1400,9,9,9,9,3,9,9,9,16010029
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,94000,1400,R,R,R,R,3,1,3,1,16010030
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,51900,1500,9,9,9,9,3,9,9,9,16010031
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,70000,1500,9,9,9,9,3,9,9,9,16010032
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,70000,1500,9,9,9,9,3,9,9,9,16010033
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,70000,1500,R,R,R,R,3,3,3,1,16010034
2,201601,4.358333333333333,2,1,1,1.034693814718646,R,R,R,R,76000,1500,R,R,R,R,3,3,2,1,16010035
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,78000,1500,9,9,9,9,3,9,9,9,16010036
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,80000,1500,R,R,R,R,3,1,2,1,16010037
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,I,R,R,83000,1500,9,9,9,9,1,9,9,9,16010038
2,201601,4.358333333333333,1,1,9,1.034693814718646,I,I,I,I,83000,1500,9,9,9,9,3,9,9,9,16010039
2,201601,4.358333333333333,2,1,2,1.034693814718646,I,I,I,I,83000,1500,I,I,I,I,3,3,2,1,16010040
2,201601,4.358333333333333,2,1,3,1.034693814718646,R,R,R,R,89000,1500,R,R,R,R,1,1,1,9,16010041
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,65000,1600,9,9,9,9,3,9,9,9,16010042
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,69000,1600,R,R,R,R,3,3,1,9,16010043
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,79000,1600,R,R,R,R,3,1,1,9,16010044
2,201601,4.358333333333333,2,1,1,1.034693814718646,R,R,R,R,84000,1600,R,R,R,R,3,3,2,1,16010045
2,201601,4.358333333333333,1,1,9,1.034693814718646,I,I,I,I,86000,1600,9,9,9,9,1,9,9,9,16010046
2,201601,4.358333333333333,1,1,9,1.034693814718646,I,I,I,I,86000,1600,9,9,9,9,3,9,9,9,16010047
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,94000,1600,9,9,9,9,3,9,9,9,16010048
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,145000,1600,9,9,9,9,1,9,9,9,16010049
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,155000,1600,9,9,9,9,1,9,9,9,16010050
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,87000,1700,9,9,9,9,3,9,9,9,16010051
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,89000,1700,R,R,R,R,3,3,3,1,16010052
2,201601,4.358333333333333,1,1,9,1.034693814718646,I,I,I,I,90000,1700,9,9,9,9,3,9,9,9,16010053
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,98000,1700,9,9,9,9,3,9,9,9,16010054
2,201601,4.358333333333333,1,1,9,1.034693814718646,R,R,R,R,150000,1700,9,9,9,9,3,9,9,9,16010055
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,164000,1700,R,R,R,R,3,1,3,1,16010056
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,109000,1800,R,R,R,R,3,1,1,9,16010057
2,201601,4.358333333333333,2,1,2,1.034693814718646,R,R,R,R,239100,1800,R,R,R,R,3,1,2,1,16010058
1,201601,9.363636363636363,2,2,1,1.0000365284384733,R,I,R,R,40000,700,I,R,R,R,1,1,1,9,16010059
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,40000,700,I,I,I,I,1,1,3,1,16010060
1,201601,9.363636363636363,1,2,9,1.0000365284384733,R,R,R,R,35000,900,9,9,9,9,3,9,9,9,16010061
1,201601,9.363636363636363,2,2,3,1.0000365284384733,R,R,R,R,39000,900,R,R,R,R,1,1,3,1,16010062
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,42000,900,I,I,I,I,1,3,1,9,16010063
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,42000,900,I,I,I,I,3,3,3,1,16010064
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,R,R,36000,1000,R,R,R,R,1,1,3,1,16010065
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,R,R,36000,1000,R,R,R,R,1,1,3,1,16010066
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,44000,1000,9,9,9,9,1,9,9,9,16010067
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,44000,1000,I,I,I,I,1,1,3,1,16010068
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,I,I,40000,1100,I,R,I,R,3,1,1,9,16010069
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,R,R,40000,1100,I,R,I,I,3,1,2,1,16010070
1,201601,9.363636363636363,2,2,1,1.0000365284384733,I,I,I,I,47000,1100,I,I,I,I,3,1,3,1,16010071
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010072
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010073
1,201601,43.15,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010074
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010075
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010076
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010077
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010078
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,49000,1100,9,9,9,9,3,9,9,9,16010079
1,201601,9.363636363636363,2,2,1,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,1,9,16010080
1,201601,9.363636363636363,2,2,1,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,3,1,16010081
1,201601,9.363636363636363,2,2,1,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,3,1,16010082
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,1,9,16010083
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,2,1,16010084
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,3,1,16010085
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,I,R,R,49000,1100,R,R,R,R,3,3,3,1,16010086
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,3,3,1,16010087
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,3,3,1,16010088
1,201601,9.363636363636363,2,2,3,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,2,1,16010089
1,201601,9.363636363636363,2,2,3,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,3,1,16010090
1,201601,9.363636363636363,2,2,3,1.0000365284384733,I,I,I,I,49000,1100,I,I,I,I,3,1,3,1,16010091
1,201601,9.363636363636363,2,2,1,1.0000365284384733,R,R,R,R,50000,1100,I,R,R,R,3,1,1,9,16010092
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,R,R,46000,1200,R,R,R,R,3,1,3,1,16010093
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,52000,1200,9,9,9,9,3,9,9,9,16010094
1,201601,9.363636363636363,1,2,9,1.0000365284384733,R,R,R,R,52000,1200,9,9,9,9,3,9,9,9,16010095
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,52000,1200,I,I,I,I,3,3,1,9,16010096
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,R,R,57000,1200,R,R,R,R,3,1,3,1,16010097
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,R,R,61800,1200,R,R,R,R,3,1,1,9,16010098
1,201601,9.363636363636363,1,2,9,1.0000365284384733,R,R,R,R,43000,1300,9,9,9,9,3,9,9,9,16010099
1,201601,9.363636363636363,2,2,1,1.0000365284384733,R,R,R,R,48000,1300,R,R,R,R,3,1,3,1,16010100
1,201601,9.363636363636363,1,2,9,1.0000365284384733,R,R,R,R,52000,1300,9,9,9,9,3,9,9,9,16010101
1,201601,9.363636363636363,1,2,9,1.0000365284384733,R,I,R,R,54000,1300,9,9,9,9,3,9,9,9,16010102
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,54000,1300,9,9,9,9,3,9,9,9,16010103
1,201601,9.363636363636363,1,2,9,1.0000365284384733,R,I,R,R,54000,1300,9,9,9,9,3,9,9,9,16010104
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,54000,1300,9,9,9,9,3,9,9,9,16010105
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,54000,1300,I,I,I,I,3,1,2,1,16010106
1,201601,14.410526315789474,2,2,2,1.0000365284384733,I,I,I,I,54000,1300,I,I,I,I,3,1,3,1,16010107
1,201601,9.363636363636363,2,2,2,1.0000365284384733,I,I,I,I,54000,1300,I,I,I,I,3,1,3,1,16010108
1,201601,9.363636363636363,2,2,2,1.0000365284384733,R,R,R,R,54000,1300,R,R,R,R,3,3,3,1,16010109
1,201601,9.363636363636363,1,2,9,1.0000365284384733,I,I,I,I,55000,1300,9,9,9,9,3,9,9,9,16010110
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,67000,1200,I,I,R,R,3,1,3,1,16010111
2,201601,4.681818181818182,2,2,2,1.034693814718646,I,I,I,I,72000,1200,I,I,I,I,3,3,3,1,16010112
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,R,R,R,74000,1200,R,R,R,R,3,3,1,9,16010113
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,75000,1200,9,9,9,9,3,9,9,9,16010114
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,46200,1300,9,9,9,9,3,9,9,9,16010115
2,201601,4.681818181818182,2,2,3,1.034693814718646,R,R,R,R,60000,1300,R,R,R,R,3,3,3,1,16010116
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,64000,1300,9,9,9,9,3,9,9,9,16010117
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,66000,1300,9,9,9,9,3,9,9,9,16010118
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,67000,1300,9,9,9,9,3,9,9,9,16010119
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,79000,1300,9,9,9,9,3,9,9,9,16010120
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,R,R,R,79000,1300,R,R,R,R,3,3,3,1,16010121
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,R,R,R,59000,1500,R,R,R,R,3,1,3,1,16010122
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,67000,1500,R,R,R,R,3,1,3,1,16010123
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,75000,1500,R,R,R,R,3,1,3,1,16010124
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,83000,1500,9,9,9,9,3,9,9,9,16010125
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,I,R,R,83000,1500,R,R,R,R,3,1,3,1,16010126
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,64000,1600,9,9,9,9,3,9,9,9,16010127
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,65000,1600,R,R,R,R,3,1,3,1,16010128
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,69000,1600,9,9,9,9,3,9,9,9,16010129
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,74000,1600,R,R,R,R,3,1,3,1,16010130
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,75000,1600,9,9,9,9,3,9,9,9,16010131
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,76000,1600,9,9,9,9,3,9,9,9,16010132
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,85000,1600,9,9,9,9,3,9,9,9,16010133
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,85000,1600,9,9,9,9,3,9,9,9,16010134
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,86000,1600,9,9,9,9,3,9,9,9,16010135
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,86000,1600,9,9,9,9,3,9,9,9,16010136
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,86000,1600,9,9,9,9,3,9,9,9,16010137
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,86000,1600,9,9,9,9,3,9,9,9,16010138
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,86000,1600,9,9,9,9,3,9,9,9,16010139
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,86000,1600,9,9,9,9,3,9,9,9,16010140
2,201601,4.681818181818182,2,2,2,1.034693814718646,I,I,I,I,86000,1600,I,I,I,I,3,3,1,9,16010141
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,92000,1600,9,9,9,9,3,9,9,9,16010142
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,9,I,I,9,1700,I,R,I,I,3,1,3,1,16010143
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,R,R,R,54000,1700,R,R,R,R,3,3,1,9,16010144
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,R,R,R,73000,1700,R,R,R,R,3,1,3,1,16010145
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,R,R,R,75000,1700,R,R,R,R,3,3,1,9,16010146
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,80000,1700,R,R,R,R,3,1,1,9,16010147
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,90000,1700,9,9,9,9,3,9,9,9,16010148
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,90000,1700,9,9,9,9,3,9,9,9,16010149
2,201601,4.681818181818182,2,2,2,1.034693814718646,I,I,I,I,90000,1700,I,I,I,I,3,1,3,1,16010150
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,97000,1700,R,R,R,R,3,3,3,1,16010151
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,R,R,R,46200,1900,9,9,9,9,3,9,9,9,16010152
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,97000,1900,9,9,9,9,3,9,9,9,16010153
2,201601,7.205263157894737,2,2,2,1.034693814718646,R,I,I,I,97000,1900,I,I,I,I,3,1,3,1,16010154
2,201601,4.681818181818182,2,2,1,1.034693814718646,R,R,R,R,106000,1900,R,R,R,R,3,3,1,9,16010155
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,154400,1900,R,R,R,R,1,1,3,1,16010156
2,201601,4.681818181818182,2,2,2,1.034693814718646,I,I,I,I,101000,2000,I,I,I,I,3,1,3,1,16010157
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,I,R,R,101000,2000,R,R,R,R,3,3,3,1,16010158
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,102000,2000,9,9,9,9,3,9,9,9,16010159
2,201601,4.358333333333333,2,2,3,1.034693814718646,I,I,I,I,102000,2000,I,I,I,I,3,1,3,1,16010160
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,79000,2100,R,R,R,R,3,3,3,1,16010161
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,85000,2100,R,I,I,R,3,3,3,1,16010162
2,201601,4.681818181818182,1,2,9,1.034693814718646,I,I,I,I,103000,2100,9,9,9,9,3,9,9,9,16010163
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,103000,2100,9,9,9,9,3,9,9,9,16010164
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,104000,2100,9,9,9,9,3,9,9,9,16010165
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,154400,2200,R,R,R,R,3,1,3,1,16010166
2,201601,4.681818181818182,2,2,2,1.034693814718646,I,I,I,I,114000,2500,I,I,I,I,3,1,3,1,16010167
2,201601,4.681818181818182,2,2,2,1.034693814718646,R,R,R,R,154400,2500,R,R,R,R,3,3,3,1,16010168
2,201601,4.681818181818182,1,2,9,1.034693814718646,R,I,R,R,118000,2500,9,9,9,9,3,9,9,9,16010169
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,31000,600,9,9,9,9,1,9,9,9,16010170
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,32000,600,R,R,R,R,1,3,3,1,16010171
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,34000,600,R,R,R,R,1,3,3,1,16010172
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,25000,800,9,9,9,9,1,9,9,9,16010173
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,29000,800,9,9,9,9,1,9,9,9,16010174
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,30000,800,R,R,R,R,3,3,3,1,16010175
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,35000,800,9,9,9,9,1,9,9,9,16010176
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,38000,900,R,R,R,R,3,3,2,1,16010177
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,30000,1100,R,R,R,R,3,1,1,9,16010178
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,42000,1100,9,9,9,9,3,9,9,9,16010179
1,201601,43.15,2,3,1,1.0000365284384733,I,I,I,I,47000,1100,I,I,I,I,3,3,3,1,16010180
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,59000,1100,R,R,R,R,1,1,3,1,16010181
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,30000,1200,9,9,9,9,3,9,9,9,16010182
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,38000,1200,R,R,R,R,3,3,2,1,16010183
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,40000,1200,9,9,9,9,3,9,9,9,16010184
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,41000,1200,9,9,9,9,3,9,9,9,16010185
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,42000,1200,R,R,R,R,3,3,3,1,16010186
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,45000,1200,9,9,9,9,3,9,9,9,16010187
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,46000,1200,R,R,R,R,3,1,3,1,16010188
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,46000,1200,R,R,R,R,3,1,3,1,16010189
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,46000,1200,R,R,R,R,3,3,3,1,16010190
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,49000,1200,R,R,R,R,3,3,3,1,16010191
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,50000,1200,9,9,9,9,3,9,9,9,16010192
1,201601,43.15,2,3,2,1.0000365284384733,I,I,I,I,50000,1200,I,I,I,I,3,3,1,9,16010193
1,201601,14.410526315789474,2,3,2,1.0000365284384733,I,I,I,I,50000,1200,I,I,I,I,3,3,1,9,16010194
1,201601,43.15,2,3,2,1.0000365284384733,I,I,I,I,50000,1200,I,I,I,I,3,3,3,1,16010195
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,51000,1200,R,R,R,R,3,3,3,1,16010196
1,201601,43.15,1,3,9,1.0000365284384733,I,I,I,I,52000,1200,9,9,9,9,3,9,9,9,16010197
1,201601,43.15,1,3,9,1.0000365284384733,I,I,I,I,52000,1200,9,9,9,9,3,9,9,9,16010198
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,53000,1200,R,R,R,R,1,3,3,1,16010199
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,55000,1200,9,9,9,9,3,9,9,9,16010200
1,201601,43.15,2,3,1,1.0000365284384733,R,R,R,R,56000,1200,R,R,R,R,3,1,3,1,16010201
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,66600,1200,R,R,R,R,3,3,3,1,16010202
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,37000,1300,R,R,R,R,3,3,3,1,16010203
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,47000,1300,9,9,9,9,3,9,9,9,16010204
1,201601,43.15,1,3,9,1.0000365284384733,R,R,R,R,47000,1300,9,9,9,9,3,9,9,9,16010205
1,201601,43.15,2,3,2,1.0000365284384733,R,R,R,R,50000,1300,R,R,R,R,3,3,3,1,16010206
1,201601,43.15,1,3,9,1.0000365284384733,I,I,I,I,54000,1300,9,9,9,9,1,9,9,9,16010207
1,201601,43.15,2,3,1,1.0000365284384733,R,I,R,R,54000,1300,R,R,R,R,3,1,3,1,16010208
1,201601,43.15,2,3,2,1.0000365284384733,R,I,R,R,54000,1300,R,R,R,R,1,3,3,1,16010209
1,201601,43.15,2,3,2,1.0000365284384733,I,I,I,I,55000,1300,I,I,I,I,3,3,3,1,16010210
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,62000,1200,R,R,R,R,1,1,3,1,16010211
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,46500,1200,9,9,9,9,3,9,9,9,16010212
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,46500,1200,9,9,9,9,3,9,9,9,16010213
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,46500,1200,R,R,R,R,1,1,3,1,16010214
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,62000,1200,9,9,9,9,3,9,9,9,16010215
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,66000,1200,R,R,R,R,3,3,1,9,16010216
2,201601,21.575,1,3,9,1.034693814718646,I,I,I,I,73000,1200,9,9,9,9,3,9,9,9,16010217
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,46500,1300,9,9,9,9,3,9,9,9,16010218
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,54000,1300,9,9,9,9,3,9,9,9,16010219
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,55000,1300,9,9,9,9,3,9,9,9,16010220
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,61000,1300,R,R,R,R,3,3,3,1,16010221
2,201601,21.575,1,3,9,1.034693814718646,I,I,I,I,79000,1300,9,9,9,9,3,9,9,9,16010222
2,201601,21.575,2,3,1,1.034693814718646,R,R,R,R,80000,1300,R,R,R,R,3,3,1,9,16010223
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,62000,1400,R,R,R,R,3,3,3,1,16010224
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,66000,1400,9,9,9,9,3,9,9,9,16010225
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,53000,1500,R,R,R,R,3,3,1,9,16010226
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,56000,1500,R,R,R,R,3,3,3,1,16010227
2,201601,21.575,1,3,9,1.034693814718646,R,R,R,R,66000,1500,9,9,9,9,3,9,9,9,16010228
2,201601,21.575,2,3,2,1.034693814718646,R,R,R,R,77000,1500,R,R,R,R,1,1,3,1,16010229
2,201601,21.575,2,3,2,1.034693814718646,I,I,I,I,83000,1500,I,I,I,I,3,3,3,1,16010230
