SECTIONS,shipmonth,weight,status,region,TITLED,wgtadj,jstatus,jprice,jsqft,jbedroom,price,sqft,jtitle,jlocation,jfoundation,jsecured,bedrooms,location,foundation,secured,controlid
2,201604,5.0917,2,1,2,1.0163205787336373,R,R,R,R,78000,1800,R,R,R,R,3,3,3,1,16040041
2,201604,5.0917,2,1,2,1.0163205787336373,R,R,R,R,91000,1800,R,R,R,R,3,3,2,1,16040042
2,201604,5.0917,2,1,2,1.0163205787336373,I,I,I,I,95000,1800,I,I,I,I,3,1,3,1,16040043
2,201604,5.0917,1,1,9,1.0163205787336373,I,I,I,I,96000,1800,9,9,9,9,3,9,9,9,16040044
2,201604,5.0917,1,1,9,1.0163205787336373,R,I,R,R,96000,1800,9,9,9,9,3,9,9,9,16040045
2,201604,5.0917,2,1,2,1.0163205787336373,R,R,R,R,113000,1800,R,R,R,R,3,3,3,1,16040046
2,201604,5.0917,1,1,9,1.0163205787336373,I,I,I,I,101000,2000,9,9,9,9,3,9,9,9,16040047
2,201604,5.0917,2,1,2,1.0163205787336373,R,R,R,R,162000,2000,R,R,R,R,3,1,1,9,16040048
2,201604,5.0917,2,1,2,1.0163205787336373,R,R,R,R,77000,2000,R,R,R,R,3,1,3,1,16040049
2,201604,5.0917,2,1,1,1.0163205787336373,R,R,R,R,98000,2000,R,R,R,R,3,3,1,9,16040050
2,201604,5.0917,1,1,9,1.0163205787336373,R,I,R,R,107000,2000,9,9,9,9,3,9,9,9,16040051
2,201604,5.0917,2,1,2,1.0163205787336373,I,I,I,I,107000,2000,I,I,I,I,3,3,2,1,16040052
2,201604,5.0917,1,1,9,1.0163205787336373,I,I,I,I,113000,2000,9,9,9,9,3,9,9,9,16040053
2,201604,5.0917,2,1,2,1.0163205787336373,R,R,R,R,139000,2000,R,R,R,R,3,1,1,9,16040054
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,9,I,I,9,700,I,I,I,I,1,1,3,1,16040055
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,27800,700,9,9,9,9,1,9,9,9,16040056
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,33000,700,R,R,R,R,1,3,3,1,16040057
1,201604,12.345500000000001,2,2,3,1.0145695166620663,R,I,R,R,37000,700,R,R,R,R,1,1,1,9,16040058
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,39000,900,I,I,I,I,1,1,3,1,16040059
1,201604,12.345500000000001,2,2,3,1.0145695166620663,R,I,R,R,39000,900,R,R,R,R,1,1,1,9,16040060
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,41000,1000,I,I,I,I,1,1,2,1,16040061
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,I,R,R,42000,1000,9,9,9,9,3,9,9,9,16040062
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,45000,1000,9,9,9,9,1,9,9,9,16040063
1,201604,12.345500000000001,2,2,3,1.0145695166620663,R,R,R,R,37000,1100,R,R,R,R,3,1,3,1,16040064
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,43000,1100,9,9,9,9,1,9,9,9,16040065
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,44000,1100,9,9,9,9,3,9,9,9,16040066
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,45000,1100,9,9,9,9,3,9,9,9,16040067
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,I,R,R,45000,1100,9,9,9,9,3,9,9,9,16040068
1,201604,12.345500000000001,2,2,1,1.0145695166620663,I,I,I,I,45000,1100,I,I,I,I,1,3,1,9,16040069
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,45000,1100,I,I,I,I,3,1,3,1,16040070
1,201604,12.345500000000001,2,2,3,1.0145695166620663,R,I,R,R,45000,1100,R,R,R,R,3,1,3,1,16040071
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,I,R,R,47000,1100,R,R,R,R,1,1,3,1,16040072
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,47000,1100,I,I,I,I,1,1,3,1,16040073
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,55000,1100,R,R,R,R,3,1,3,1,16040074
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,9,R,R,9,1200,R,R,R,R,3,1,3,1,16040075
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,9,R,R,9,1200,R,R,R,R,3,1,3,1,16040076
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,34000,1200,9,9,9,9,3,9,9,9,16040077
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,36000,1200,9,9,9,9,3,9,9,9,16040078
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,44000,1200,R,R,R,R,3,1,3,1,16040079
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,45000,1200,R,R,R,R,3,1,3,1,16040080
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,48000,1200,9,9,9,9,3,9,9,9,16040081
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,49000,1200,9,9,9,9,1,9,9,9,16040082
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,49000,1200,9,9,9,9,3,9,9,9,16040083
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,49000,1200,9,9,9,9,3,9,9,9,16040084
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,49000,1200,9,9,9,9,3,9,9,9,16040085
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,49000,1200,I,I,I,I,3,1,3,1,16040086
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,49000,1200,I,I,I,I,3,3,3,1,16040087
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,50000,1200,9,9,9,9,3,9,9,9,16040088
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,51000,1200,9,9,9,9,1,9,9,9,16040089
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,51000,1200,9,9,9,9,3,9,9,9,16040090
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,51000,1200,9,9,9,9,3,9,9,9,16040091
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,51000,1200,9,9,9,9,3,9,9,9,16040092
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,51000,1200,I,I,I,I,3,1,3,1,16040093
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,51000,1200,I,I,I,I,3,1,3,1,16040094
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,52000,1200,R,R,R,R,3,1,3,1,16040095
1,201604,12.345500000000001,1,2,9,1.0145695166620663,R,R,R,R,61800,1200,9,9,9,9,3,9,9,9,16040096
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,34000,1300,R,R,R,R,3,1,3,1,16040097
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,44000,1300,R,R,R,R,3,1,3,1,16040098
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,46000,1300,R,R,R,R,3,1,3,1,16040099
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,53000,1300,9,9,9,9,3,9,9,9,16040100
1,201604,12.345500000000001,1,2,9,1.0145695166620663,I,I,I,I,53000,1300,9,9,9,9,3,9,9,9,16040101
1,201604,12.345500000000001,2,2,2,1.0145695166620663,I,I,I,I,53000,1300,I,I,I,I,1,1,2,1,16040102
1,201604,12.345500000000001,2,2,2,1.0145695166620663,R,R,R,R,57000,1300,R,R,R,R,1,1,1,9,16040103
2,201604,6.1727,2,2,1,1.0163205787336373,R,R,R,R,65000,1200,R,R,R,R,3,3,1,9,16040104
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,46200,1200,9,9,9,9,3,9,9,9,16040105
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,55000,1200,9,9,9,9,3,9,9,9,16040106
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,55000,1200,R,R,R,R,3,1,3,1,16040107
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,57000,1200,9,9,9,9,3,9,9,9,16040108
2,201604,6.1727,2,2,1,1.0163205787336373,I,I,I,I,73000,1200,I,I,I,I,3,3,1,9,16040109
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,80000,1200,R,R,R,R,3,1,3,1,16040110
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,46200,1300,R,R,R,R,3,1,3,1,16040111
2,201604,6.1727,2,2,1,1.0163205787336373,I,I,I,I,79000,1300,I,I,I,I,3,1,3,1,16040112
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,80000,1300,9,9,9,9,3,9,9,9,16040113
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,58000,1500,9,9,9,9,3,9,9,9,16040114
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,58000,1500,9,9,9,9,3,9,9,9,16040115
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,61000,1500,R,R,R,R,3,1,3,1,16040116
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,63000,1500,9,9,9,9,3,9,9,9,16040117
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,63000,1500,9,9,9,9,3,9,9,9,16040118
2,201604,6.1727,2,2,1,1.0163205787336373,R,R,R,R,65000,1500,I,R,R,R,3,3,3,1,16040119
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,77000,1500,R,R,R,R,3,1,3,1,16040120
2,201604,6.1727,1,2,9,1.0163205787336373,R,I,I,I,83000,1500,9,9,9,9,3,9,9,9,16040121
2,201604,6.1727,2,2,2,1.0163205787336373,R,I,R,R,83000,1500,R,R,R,R,3,1,3,1,16040122
2,201604,6.1727,2,2,2,1.0163205787336373,R,9,I,I,9,1600,I,I,I,I,3,1,2,1,16040123
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,59000,1600,9,9,9,9,3,9,9,9,16040124
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,75000,1600,9,9,9,9,3,9,9,9,16040125
2,201604,6.1727,2,2,1,1.0163205787336373,R,R,R,R,85000,1600,R,R,R,R,3,3,1,9,16040126
2,201604,6.1727,2,2,2,1.0163205787336373,R,I,R,R,87000,1600,R,R,R,R,3,1,3,1,16040127
2,201604,6.1727,2,2,2,1.0163205787336373,R,I,R,R,87000,1600,R,R,R,R,3,1,3,1,16040128
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,99000,1600,R,R,R,R,3,3,3,1,16040129
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,100000,1600,9,9,9,9,3,9,9,9,16040130
2,201604,6.1727,2,2,3,1.0163205787336373,R,R,R,R,67000,1700,R,R,R,R,3,1,3,1,16040131
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,76000,1700,9,9,9,9,3,9,9,9,16040132
2,201604,6.1727,1,2,9,1.0163205787336373,I,I,I,I,91000,1700,9,9,9,9,3,9,9,9,16040133
2,201604,6.1727,2,2,2,1.0163205787336373,R,I,R,R,91000,1700,R,R,R,R,3,3,3,1,16040134
2,201604,6.1727,2,2,2,1.0163205787336373,R,I,R,R,91000,1700,R,R,R,R,3,3,3,1,16040135
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,84000,1800,R,R,R,R,3,3,3,1,16040136
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,87000,1800,9,9,9,9,3,9,9,9,16040137
2,201604,6.1727,1,2,9,1.0163205787336373,I,I,I,I,95000,1800,9,9,9,9,3,9,9,9,16040138
2,201604,6.1727,2,2,2,1.0163205787336373,I,I,I,I,95000,1800,I,I,I,I,3,1,3,1,16040139
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,99000,1800,9,9,9,9,3,9,9,9,16040140
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,106000,1800,9,9,9,9,3,9,9,9,16040141
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,106000,1800,9,9,9,9,3,9,9,9,16040142
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,108000,1800,R,R,R,R,3,3,1,9,16040143
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,87000,1900,9,9,9,9,3,9,9,9,16040144
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,90000,1900,9,9,9,9,3,9,9,9,16040145
2,201604,6.1727,1,2,9,1.0163205787336373,I,I,I,I,99000,1900,9,9,9,9,3,9,9,9,16040146
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,99000,1900,9,9,9,9,3,9,9,9,16040147
2,201604,6.1727,2,2,2,1.0163205787336373,I,I,I,I,99000,1900,I,I,I,I,3,3,1,9,16040148
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,100000,1900,9,9,9,9,3,9,9,9,16040149
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,107000,1900,9,9,9,9,3,9,9,9,16040150
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,154400,1900,R,R,R,R,3,3,3,1,16040151
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,70000,2000,9,9,9,9,3,9,9,9,16040152
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,100000,2000,9,9,9,9,3,9,9,9,16040153
2,201604,6.1727,1,2,9,1.0163205787336373,I,I,I,I,102000,2000,9,9,9,9,3,9,9,9,16040154
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,154400,2000,R,R,R,R,3,3,3,1,16040155
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,80000,2100,R,R,R,R,3,3,3,1,16040156
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,94000,2100,R,R,R,R,3,3,3,1,16040157
2,201604,8.1684,2,2,2,1.0163205787336373,R,R,R,R,95000,2100,R,R,R,R,3,1,3,1,16040158
2,201604,6.1727,2,2,2,1.0163205787336373,I,I,I,I,107000,2100,I,I,I,I,3,3,3,1,16040159
2,201604,6.1727,2,2,3,1.0163205787336373,R,9,I,I,9,2200,I,I,I,I,1,1,3,1,16040160
2,201604,6.1727,1,2,9,1.0163205787336373,R,R,R,R,105000,2200,9,9,9,9,3,9,9,9,16040161
2,201604,6.1727,2,2,2,1.0163205787336373,R,R,R,R,154400,2200,R,R,R,R,1,1,3,1,16040162
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,25000,600,R,R,R,R,1,3,2,1,16040163
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,I,I,I,25000,600,9,9,9,9,1,9,9,9,16040164
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,31000,800,R,R,R,R,1,3,3,1,16040165
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,33000,800,R,R,R,R,1,1,3,1,16040166
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,33000,800,R,R,R,R,1,3,3,1,16040167
1,201604,46.821400000000004,1,3,9,1.0145695166620663,I,I,I,I,35000,800,9,9,9,9,1,9,9,9,16040168
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,25000,900,R,R,R,R,1,3,3,1,16040169
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,25000,900,R,R,R,R,1,3,3,1,16040170
1,201604,46.821400000000004,1,3,9,1.0145695166620663,I,I,I,I,39000,900,9,9,9,9,1,9,9,9,16040171
1,201604,46.821400000000004,2,3,1,1.0145695166620663,I,I,I,I,39000,900,I,I,I,I,1,3,3,1,16040172
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,59000,900,R,R,R,R,1,3,3,1,16040173
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,30000,1000,9,9,9,9,1,9,9,9,16040174
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,36000,1000,9,9,9,9,1,9,9,9,16040175
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,36000,1000,9,9,9,9,3,9,9,9,16040176
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,35000,1100,R,R,R,R,3,1,3,1,16040177
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,25000,1200,R,R,R,R,3,1,3,1,16040178
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,37000,1200,9,9,9,9,3,9,9,9,16040179
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,41000,1200,9,9,9,9,3,9,9,9,16040180
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,41000,1200,R,R,R,R,3,3,3,1,16040181
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,42000,1200,R,R,R,R,3,3,3,1,16040182
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,43000,1200,R,R,R,R,3,3,3,1,16040183
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,44000,1200,R,R,R,R,3,3,2,1,16040184
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,44000,1200,R,R,R,R,3,3,3,1,16040185
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,45000,1200,R,R,R,R,3,1,3,1,16040186
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,I,I,I,48000,1200,9,9,9,9,3,9,9,9,16040187
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,48000,1200,9,9,9,9,3,9,9,9,16040188
1,201604,46.821400000000004,1,3,9,1.0145695166620663,I,I,I,I,48000,1200,9,9,9,9,3,9,9,9,16040189
1,201604,10.183300000000001,2,3,1,1.0145695166620663,I,I,I,I,48000,1200,I,I,I,I,3,1,1,9,16040190
1,201604,46.821400000000004,2,3,1,1.0145695166620663,I,I,I,I,48000,1200,I,I,I,I,3,3,3,1,16040191
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,I,R,R,48000,1200,R,R,R,R,3,3,3,1,16040192
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,50000,1200,9,9,9,9,3,9,9,9,16040193
1,201604,46.821400000000004,1,3,9,1.0145695166620663,I,I,I,I,51000,1200,9,9,9,9,3,9,9,9,16040194
1,201604,46.821400000000004,1,3,9,1.0145695166620663,I,I,I,I,51000,1200,9,9,9,9,3,9,9,9,16040195
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,I,I,I,51000,1200,9,9,9,9,3,9,9,9,16040196
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,51000,1200,9,9,9,9,3,9,9,9,16040197
1,201604,46.821400000000004,2,3,2,1.0145695166620663,I,I,I,I,51000,1200,I,I,I,I,3,3,3,1,16040198
1,201604,46.821400000000004,2,3,2,1.0145695166620663,I,I,I,I,51000,1200,I,I,I,I,3,3,3,1,16040199
1,201604,46.821400000000004,2,3,2,1.0145695166620663,I,I,I,I,52000,1200,I,I,I,I,3,3,3,1,16040200
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,53000,1200,9,9,9,9,3,9,9,9,16040201
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,55000,1200,R,R,R,R,3,3,3,1,16040202
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,57000,1200,9,9,9,9,3,9,9,9,16040203
1,201604,46.821400000000004,1,3,9,1.0145695166620663,R,R,R,R,49000,1300,9,9,9,9,3,9,9,9,16040204
1,201604,46.821400000000004,2,3,2,1.0145695166620663,R,R,R,R,52000,1300,R,R,R,R,3,1,2,1,16040205
1,201604,46.821400000000004,1,3,9,1.0145695166620663,I,I,I,I,53000,1300,9,9,9,9,3,9,9,9,16040206
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,46500,1200,R,R,R,R,3,1,3,1,16040207
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,57000,1200,R,R,R,R,3,3,1,9,16040208
2,201604,23.410700000000002,2,3,1,1.0163205787336373,I,I,I,I,72000,1200,I,I,I,I,3,3,2,1,16040209
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,75000,1200,9,9,9,9,1,9,9,9,16040210
2,201604,23.410700000000002,1,3,9,1.0163205787336373,I,I,I,I,75000,1200,9,9,9,9,1,9,9,9,16040211
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,I,I,I,75000,1200,9,9,9,9,3,9,9,9,16040212
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,80000,1200,R,R,R,R,3,3,1,9,16040213
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,46500,1300,9,9,9,9,3,9,9,9,16040214
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,46500,1300,9,9,9,9,3,9,9,9,16040215
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,65000,1300,R,R,R,R,3,3,3,1,16040216
2,201604,23.410700000000002,2,3,2,1.0163205787336373,I,I,I,I,79000,1300,I,I,I,I,3,3,2,1,16040217
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,46500,1500,9,9,9,9,3,9,9,9,16040218
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,46500,1500,9,9,9,9,3,9,9,9,16040219
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,60000,1500,R,R,R,R,3,1,3,1,16040220
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,64000,1500,R,R,R,R,3,3,3,1,16040221
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,64000,1500,R,R,R,R,3,3,3,1,16040222
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,67000,1500,R,R,R,R,3,3,3,1,16040223
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,82000,1500,R,R,R,R,3,3,1,9,16040224
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,I,I,I,83000,1500,9,9,9,9,3,9,9,9,16040225
2,201604,23.410700000000002,1,3,9,1.0163205787336373,I,I,I,I,83000,1500,9,9,9,9,3,9,9,9,16040226
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,46500,1600,R,R,R,R,3,3,3,1,16040227
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,46500,1600,9,9,9,9,3,9,9,9,16040228
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,46500,1600,R,R,R,R,3,3,3,1,16040229
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,60000,1600,9,9,9,9,3,9,9,9,16040230
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,67000,1600,R,R,R,R,3,3,2,1,16040231
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,69000,1600,9,9,9,9,3,9,9,9,16040232
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,70000,1600,R,R,R,R,3,1,1,9,16040233
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,I,R,R,87000,1600,9,9,9,9,3,9,9,9,16040234
2,201604,23.410700000000002,2,3,2,1.0163205787336373,I,I,I,I,87000,1600,I,I,I,I,3,3,1,9,16040235
2,201604,23.410700000000002,2,3,2,1.0163205787336373,I,I,I,I,87000,1600,I,I,I,I,3,3,2,1,16040236
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,I,R,R,87000,1600,I,R,R,R,3,3,3,1,16040237
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,90000,1600,9,9,9,9,3,9,9,9,16040238
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,I,I,111000,1600,R,R,R,R,3,3,2,1,16040239
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,140300,1600,R,R,R,R,3,1,3,1,16040240
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,58000,1700,9,9,9,9,3,9,9,9,16040241
2,201604,23.410700000000002,2,3,3,1.0163205787336373,R,R,R,R,60000,1700,R,R,R,R,3,3,3,1,16040242
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,70000,1700,R,R,R,R,3,3,3,1,16040243
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,71000,1700,9,9,9,9,3,9,9,9,16040244
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,75000,1700,9,9,9,9,3,9,9,9,16040245
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,76000,1700,R,R,R,R,3,3,3,1,16040246
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,79000,1700,R,R,R,R,3,3,3,1,16040247
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,85000,1700,R,R,R,R,3,3,3,1,16040248
2,201604,23.410700000000002,2,3,2,1.0163205787336373,I,I,I,I,91000,1700,I,I,I,I,3,1,3,1,16040249
2,201604,23.410700000000002,2,3,2,1.0163205787336373,I,I,I,I,91000,1700,I,I,I,I,3,3,3,1,16040250
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,91000,1700,R,R,R,R,3,3,3,1,16040251
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,65000,1800,R,R,R,R,3,1,3,1,16040252
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,67000,1800,9,9,9,9,3,9,9,9,16040253
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,95000,1800,9,9,9,9,3,9,9,9,16040254
2,201604,23.410700000000002,2,3,2,1.0163205787336373,I,I,I,I,95000,1800,I,I,I,I,3,3,3,1,16040255
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,I,I,I,95000,1800,I,I,I,I,3,3,3,1,16040256
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,60000,1900,9,9,9,9,3,9,9,9,16040257
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,67000,1900,R,R,R,R,3,3,3,1,16040258
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,71000,1900,R,R,R,R,3,3,3,1,16040259
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,77000,1900,R,R,R,R,3,3,2,1,16040260
2,201604,23.410700000000002,2,3,1,1.0163205787336373,R,R,R,R,92000,1900,R,R,R,R,3,3,3,1,16040261
2,201604,23.410700000000002,1,3,9,1.0163205787336373,I,I,I,I,99000,1900,9,9,9,9,3,9,9,9,16040262
2,201604,23.410700000000002,1,3,9,1.0163205787336373,I,I,I,I,99000,1900,9,9,9,9,3,9,9,9,16040263
2,201604,23.410700000000002,2,3,2,1.0163205787336373,I,I,I,I,99000,1900,I,I,I,I,3,3,3,1,16040264
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,66000,2000,R,R,R,R,3,3,3,1,16040265
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,69000,2000,9,9,9,9,3,9,9,9,16040266
2,201604,23.410700000000002,2,3,2,1.0163205787336373,R,R,R,R,79000,2000,R,R,R,R,3,3,3,1,16040267
2,201604,23.410700000000002,1,3,9,1.0163205787336373,R,R,R,R,83000,2000,9,9,9,9,3,9,9,9,16040268
