SQFT,weight,shipmonth,status,SECTIONS,LOCREGIN,TITLED,wgtadj,controlid,jstatus,jprice,jsqft,jbedroom,price,jtitle,jlocation,jfoundation,jsecured,bedrooms,location,foundation,secured
1248,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501001,R,I,R,R,49900,R,R,R,R,1,3,3,1
1216,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501002,R,R,R,R,39900,R,R,R,R,3,3,3,1
840,12.589473684210526,201501,2,1,4,3,1.1153286011810817,1501003,R,R,R,R,39000,R,R,R,R,1,1,2,1
600,12.589473684210526,201501,2,1,4,2,1.1153286011810817,1501004,R,R,R,R,34500,R,R,R,R,1,3,3,1
840,12.589473684210526,201501,2,1,4,2,1.1153286011810817,1501005,R,R,R,R,40900,R,R,R,R,1,3,2,1
1216,12.589473684210526,201501,2,1,4,2,1.1153286011810817,1501006,R,R,R,R,43900,R,R,R,R,3,1,3,1
1216,5.65,201501,2,1,1,2,1.1153286011810817,1501007,R,R,R,R,66500,R,R,I,R,3,3,3,1
910,5.65,201501,2,1,1,2,1.1153286011810817,1501008,R,R,R,R,37000,R,R,R,R,3,1,3,1
1152,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501009,R,R,R,R,68800,R,R,R,R,3,3,3,1
1120,8.2,201501,2,1,2,2,1.1153286011810817,1501010,R,R,R,R,37000,R,R,R,R,3,1,3,1
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501011,R,R,R,R,39900,I,R,I,I,3,1,2,1
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501012,R,R,R,R,39900,I,R,I,I,3,1,3,1
924,8.2,201501,2,1,2,2,1.1153286011810817,1501013,R,R,R,R,26700,R,R,R,R,3,1,3,1
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501014,R,R,R,R,54900,R,R,R,R,3,1,2,1
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501015,R,R,R,R,35000,R,R,R,R,3,1,3,1
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501016,R,R,R,R,35000,R,R,R,R,3,1,3,1
1088,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501017,R,R,R,R,33500,R,R,R,R,3,1,3,1
1280,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501018,R,R,R,R,47800,R,R,R,R,3,1,3,1
1216,8.2,201501,2,1,2,3,1.1153286011810817,1501019,I,I,I,I,48800,I,I,I,I,3,1,3,1
980,8.2,201501,2,1,2,2,1.1153286011810817,1501020,I,I,I,I,40800,I,I,I,I,3,1,3,1
1056,8.2,201501,2,1,2,2,1.1153286011810817,1501021,R,I,R,R,43400,R,R,R,R,3,1,3,1
1216,8.2,201501,2,1,2,3,1.1153286011810817,1501022,R,I,R,R,48800,R,R,R,R,3,1,2,1
1216,8.2,201501,2,1,2,3,1.1153286011810817,1501023,R,I,R,R,48800,R,R,R,R,3,1,2,1
1152,8.2,201501,2,1,2,2,1.1153286011810817,1501024,I,I,I,I,46600,I,I,I,I,3,1,3,1
1216,8.2,201501,2,1,2,1,1.1153286011810817,1501025,R,R,R,R,55000,R,R,R,R,3,1,3,1
960,8.2,201501,2,1,2,2,1.1153286011810817,1501026,R,R,R,R,34600,R,R,R,R,1,1,3,1
960,8.2,201501,2,1,2,2,1.1153286011810817,1501027,R,I,R,R,40100,R,R,R,R,1,1,3,1
1056,8.2,201501,2,1,2,1,1.1153286011810817,1501028,R,I,R,R,43400,R,R,R,R,3,1,3,1
960,8.2,201501,2,1,2,2,1.1153286011810817,1501029,R,I,R,R,40100,R,I,R,R,1,1,3,1
1056,8.2,201501,2,1,2,2,1.1153286011810817,1501030,R,I,R,R,43400,R,R,R,R,3,1,3,1
1056,8.2,201501,2,1,2,2,1.1153286011810817,1501031,R,I,R,R,43400,R,R,R,R,3,1,3,1
960,8.2,201501,2,1,2,2,1.1153286011810817,1501032,R,I,R,R,40100,R,R,R,R,1,1,3,1
960,8.2,201501,2,1,2,2,1.1153286011810817,1501033,R,I,R,R,40100,R,R,R,R,1,1,3,1
1280,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501034,R,R,R,R,45000,R,R,R,R,3,3,3,1
1152,12.589473684210526,201501,2,1,4,3,1.1153286011810817,1501035,R,I,R,R,46600,R,R,R,R,1,1,3,1
784,8.2,201501,2,1,2,2,1.1153286011810817,1501036,R,R,R,R,26700,R,R,R,R,1,1,3,1
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501037,R,R,R,R,59400,R,R,R,R,3,1,3,1
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501038,I,I,I,I,48800,I,I,I,I,3,3,3,1
1152,8.2,201501,2,1,4,3,1.1153286011810817,1501039,R,R,R,R,54900,R,R,R,R,3,1,3,1
840,5.65,201501,2,1,1,2,1.1153286011810817,1501040,R,R,R,R,37500,R,R,R,R,3,1,3,1
600,5.65,201501,2,1,1,2,1.1153286011810817,1501041,I,I,I,I,31400,I,I,I,I,1,3,3,1
1064,5.65,201501,2,1,1,2,1.1153286011810817,1501042,R,R,R,R,40000,R,R,R,R,3,1,3,1
1216,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501043,R,R,R,R,44000,R,R,R,R,3,3,3,1
1056,8.2,201501,2,1,2,2,1.1153286011810817,1501044,R,R,R,R,45600,R,R,R,R,1,1,3,1
1120,8.2,201501,2,1,2,2,1.1153286011810817,1501045,I,I,I,I,45600,I,I,I,I,3,1,3,1
1224,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501046,I,I,I,I,49100,I,I,I,I,3,3,3,1
840,5.65,201501,2,1,1,2,1.1153286011810817,1501047,R,R,I,I,46000,R,R,R,R,1,3,3,1
840,5.65,201501,2,1,1,2,1.1153286011810817,1501048,I,I,I,I,36100,I,I,I,I,3,1,3,1
784,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501049,R,R,R,R,36000,R,R,R,R,1,3,2,1
1216,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501050,I,I,I,I,48800,I,I,I,I,3,1,3,1
1216,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501051,I,I,I,I,48800,I,I,I,I,3,3,3,1
896,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501052,R,R,R,R,33900,R,R,R,R,1,3,3,1
960,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501053,R,R,R,R,45200,R,R,R,R,3,3,3,1
1216,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501054,I,I,I,I,48800,I,I,I,I,3,3,3,1
1400,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501055,R,I,R,R,53900,R,R,R,R,3,1,3,1
1080,36.97857142857143,201501,2,1,3,1,1.1153286011810817,1501056,R,R,R,R,46200,R,R,R,R,3,1,3,1
1056,36.97857142857143,201501,2,1,3,3,1.1153286011810817,1501057,R,R,R,R,35000,R,R,R,R,3,1,3,1
1280,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501058,R,I,R,R,51000,R,R,R,R,3,3,2,1
1280,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501059,I,I,I,I,51000,I,I,I,I,3,3,3,1
784,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501060,R,R,R,R,30000,R,R,R,R,1,3,3,1
1280,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501061,R,R,R,R,52500,R,R,R,R,3,3,3,1
1152,36.97857142857143,201501,2,1,3,2,1.1153286011810817,1501062,R,R,R,R,42000,R,R,R,R,3,3,3,1
924,8.2,201501,2,1,2,2,1.1153286011810817,1501063,I,I,I,I,38900,I,I,I,I,3,1,1,9
960,8.2,201501,2,1,2,2,1.1153286011810817,1501064,R,R,R,R,47000,R,R,R,R,1,3,1,9
1216,8.2,201501,2,1,2,1,1.1153286011810817,1501065,R,9,I,I,9,I,I,I,R,3,1,1,9
960,8.2,201501,2,1,2,1,1.1153286011810817,1501066,I,I,I,I,40100,I,I,I,I,1,1,1,9
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501067,R,I,R,R,48800,R,R,R,R,3,3,1,9
1216,8.2,201501,2,1,2,2,1.1153286011810817,1501068,I,I,I,I,48800,I,I,I,I,3,1,1,9
960,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501069,R,R,R,R,33900,9,9,9,9,1,9,9,9
1280,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501070,R,R,R,R,45900,9,9,9,9,3,9,9,9
1152,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501071,R,R,R,R,46900,9,9,9,9,3,9,9,9
1152,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501072,R,R,R,R,48200,9,9,9,9,3,9,9,9
1216,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501073,R,R,R,R,45000,9,9,9,9,3,9,9,9
1224,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501074,R,R,R,R,46100,9,9,9,9,3,9,9,9
1152,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501075,R,R,R,R,39000,9,9,9,9,3,9,9,9
1152,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501076,R,R,R,R,53900,9,9,9,9,3,9,9,9
1216,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501077,R,R,R,R,37900,9,9,9,9,3,9,9,9
1216,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501078,R,R,R,R,48200,9,9,9,9,3,9,9,9
1216,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501079,R,R,R,R,55000,9,9,9,9,3,9,9,9
936,18.489285714285714,201501,1,1,3,9,1.1153286011810817,1501080,R,R,R,R,32200,9,9,9,9,3,9,9,9
1064,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501081,R,R,R,R,39900,9,9,9,9,3,9,9,9
1280,8.2,201501,1,1,2,9,1.1153286011810817,1501082,R,R,R,R,37000,9,9,9,9,3,9,9,9
980,8.2,201501,1,1,2,9,1.1153286011810817,1501083,R,R,R,R,39900,9,9,9,9,3,9,9,9
1056,8.2,201501,1,1,2,9,1.1153286011810817,1501084,R,R,R,R,46000,9,9,9,9,3,9,9,9
1056,8.2,201501,1,1,2,9,1.1153286011810817,1501085,R,R,R,R,39900,9,9,9,9,3,9,9,9
1152,8.2,201501,1,1,2,9,1.1153286011810817,1501086,R,R,R,R,39900,9,9,9,9,3,9,9,9
1216,8.2,201501,1,1,2,9,1.1153286011810817,1501087,R,R,R,R,44500,9,9,9,9,3,9,9,9
1216,8.2,201501,1,1,2,9,1.1153286011810817,1501088,R,R,R,R,72200,9,9,9,9,3,9,9,9
1216,8.2,201501,1,1,2,9,1.1153286011810817,1501089,R,R,R,R,37100,9,9,9,9,3,9,9,9
728,5.65,201501,1,1,1,9,1.1153286011810817,1501090,R,R,R,R,95500,9,9,9,9,3,9,9,9
840,5.65,201501,1,1,1,9,1.1153286011810817,1501091,R,R,R,R,43400,9,9,9,9,1,9,9,9
600,5.65,201501,1,1,1,9,1.1153286011810817,1501092,R,R,R,R,60000,9,9,9,9,1,9,9,9
1056,5.65,201501,1,1,1,9,1.1153286011810817,1501093,R,R,R,R,52500,9,9,9,9,3,9,9,9
1280,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501094,R,I,I,I,51000,9,9,9,9,3,9,9,9
1152,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501095,I,I,I,I,46600,9,9,9,9,3,9,9,9
784,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501096,I,I,I,I,34200,9,9,9,9,1,9,9,9
1152,36.97857142857143,201501,1,1,3,9,1.1153286011810817,1501097,I,I,I,I,46600,9,9,9,9,3,9,9,9
1280,8.2,201501,1,1,2,9,1.1153286011810817,1501098,I,I,I,I,51000,9,9,9,9,3,9,9,9
1056,8.2,201501,1,1,2,9,1.1153286011810817,1501099,I,I,I,I,43400,9,9,9,9,3,9,9,9
1056,8.2,201501,1,1,2,9,1.1153286011810817,1501100,I,I,I,I,43400,9,9,9,9,3,9,9,9
1216,8.2,201501,1,1,2,9,1.1153286011810817,1501101,I,I,I,I,48800,9,9,9,9,3,9,9,9
960,8.2,201501,1,1,2,9,1.1153286011810817,1501102,I,I,I,I,40100,9,9,9,9,1,9,9,9
1280,8.2,201501,1,1,2,9,1.1153286011810817,1501103,R,I,I,I,51000,9,9,9,9,3,9,9,9
1280,8.2,201501,1,1,2,9,1.1153286011810817,1501104,R,I,R,R,51000,9,9,9,9,3,9,9,9
1216,8.2,201501,1,1,2,9,1.1153286011810817,1501105,R,I,R,R,48800,9,9,9,9,3,9,9,9
840,5.65,201501,1,1,1,9,1.1153286011810817,1501106,R,I,R,R,36100,9,9,9,9,3,9,9,9
840,5.65,201501,1,1,1,9,1.1153286011810817,1501107,I,I,I,I,36100,9,9,9,9,3,9,9,9
1064,5.65,201501,1,1,1,9,1.1153286011810817,1501108,I,I,I,I,43700,9,9,9,9,3,9,9,9
1056,5.65,201501,1,1,1,9,1.1153286011810817,1501109,I,I,I,I,43400,9,9,9,9,3,9,9,9
9,8.2,201501,3,1,5,9,1.1153286011810817,1501110,I,9,9,9,9,9,9,9,9,9,9,9,9
9,36.97857142857143,201501,3,1,5,9,1.1153286011810817,1501111,R,9,9,9,9,9,9,9,9,9,9,9,9
9,36.97857142857143,201501,3,1,5,9,1.1153286011810817,1501112,R,9,9,9,9,9,9,9,9,9,9,9,9
9,36.97857142857143,201501,3,1,5,9,1.1153286011810817,1501113,R,9,9,9,9,9,9,9,9,9,9,9,9
9,36.97857142857143,201501,3,1,5,9,1.1153286011810817,1501114,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201501,3,1,3,9,1.1153286011810817,1501115,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201501,3,1,3,9,1.1153286011810817,1501116,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201501,3,1,3,9,1.1153286011810817,1501117,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201501,3,1,3,9,1.1153286011810817,1501118,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201501,3,1,3,9,1.1153286011810817,1501119,R,9,9,9,9,9,9,9,9,9,9,9,9
9,1.0,201501,3,1,3,9,1.1153286011810817,1501120,R,9,9,9,9,9,9,9,9,9,9,9,9
2016,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501121,R,R,R,R,89000,R,R,R,R,3,3,3,1
2432,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501122,R,R,R,R,82900,R,R,R,R,3,3,3,1
2128,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501123,R,R,R,R,79100,R,R,R,R,3,3,3,1
1512,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501124,R,R,R,R,93500,R,R,R,R,3,3,3,1
900,6.294736842105263,201501,2,2,4,1,0.9615809974071546,1501125,R,R,R,R,72300,R,R,R,R,1,1,3,1
1131,6.294736842105263,201501,2,2,4,3,0.9615809974071546,1501126,R,R,R,R,86900,R,R,R,R,1,1,2,1
1320,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501127,I,I,I,I,78300,I,I,I,I,3,1,3,1
1768,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501128,R,R,R,R,48800,R,R,R,R,3,3,3,1
1568,6.294736842105263,201501,2,2,4,1,0.9615809974071546,1501129,R,R,R,R,84000,R,R,R,R,3,1,3,1
900,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501130,R,R,R,R,91900,R,R,R,R,1,3,3,1
1568,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501131,R,I,R,R,86600,R,R,R,R,1,1,3,1
1568,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501132,R,R,R,R,55000,R,R,R,R,3,3,3,1
2240,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501133,R,R,R,R,75400,R,R,R,R,3,3,3,1
1856,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501134,R,R,R,R,84000,R,R,R,R,3,3,3,1
1248,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501135,R,R,R,R,69000,R,R,R,R,3,1,2,1
1040,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501136,R,R,R,R,105000,R,R,R,R,3,1,2,1
1104,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501137,R,R,R,R,48800,R,R,R,R,3,3,2,1
1736,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501138,R,R,R,R,238500,R,R,R,R,3,1,3,1
1152,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501139,R,R,R,R,96300,R,R,R,R,1,1,3,1
1539,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501140,R,R,R,R,125900,R,R,R,R,3,3,2,1
1539,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501141,R,R,R,R,165900,R,R,R,R,3,1,3,1
1152,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501142,R,R,R,R,170300,R,R,R,R,3,1,3,1
1701,4.196491228070175,201501,2,3,5,2,0.9615809974071546,1501143,R,R,R,R,108000,R,R,R,R,1,1,2,1
1539,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501144,R,I,R,R,85700,R,R,R,R,3,1,3,1
1056,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501145,R,R,R,R,77700,R,R,R,R,3,3,3,1
1612,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501146,R,R,R,R,139100,R,R,R,R,3,1,2,1
1272,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501147,R,R,R,R,155300,R,R,R,R,1,1,3,1
1512,6.294736842105263,201501,2,2,4,1,0.9615809974071546,1501148,R,R,R,R,122100,R,R,R,R,3,3,3,1
1458,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501149,R,R,R,R,238500,R,R,R,R,3,1,2,1
1560,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501150,R,R,R,R,83300,R,R,R,R,3,1,3,1
1320,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501151,R,R,R,R,69300,R,R,R,R,3,1,3,1
1456,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501152,R,R,R,R,83000,R,R,R,R,3,1,3,1
2400,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501153,I,I,I,I,122300,I,I,I,I,3,1,3,1
1120,2.825,201501,2,2,1,2,0.9615809974071546,1501154,I,I,I,I,71500,I,I,I,I,3,1,3,1
1120,2.825,201501,2,2,1,2,0.9615809974071546,1501155,R,R,R,R,60300,R,R,R,R,3,3,3,1
1680,2.825,201501,2,2,1,2,0.9615809974071546,1501156,R,R,R,R,88500,R,R,R,R,3,3,3,1
1248,18.489285714285714,201501,2,2,3,3,0.9615809974071546,1501157,R,R,R,R,59900,R,R,R,R,3,1,2,1
1800,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501158,R,R,R,R,89000,R,R,R,R,3,1,3,1
1100,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501159,R,R,R,R,42100,R,R,R,R,3,3,3,1
1680,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501160,R,R,R,R,69900,R,R,R,R,3,3,3,1
1100,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501161,I,I,I,I,71500,I,I,I,I,3,3,3,1
1568,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501162,R,R,R,R,59000,R,R,R,R,1,3,3,1
1792,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501163,R,R,R,R,101500,R,R,R,R,3,3,3,1
1232,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501164,R,R,R,R,69000,R,R,R,R,3,3,3,1
1456,18.489285714285714,201501,2,2,3,1,0.9615809974071546,1501165,R,R,R,R,62200,R,R,R,R,3,3,3,1
1100,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501166,R,R,R,R,54300,R,R,R,R,1,1,3,1
1792,18.489285714285714,201501,2,2,3,3,0.9615809974071546,1501167,R,R,R,R,136400,R,R,R,R,3,1,3,1
1440,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501168,R,R,R,R,88000,R,R,R,R,3,3,3,1
1344,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501169,R,R,R,R,59900,R,R,R,R,3,3,3,1
1568,18.489285714285714,201501,2,2,3,1,0.9615809974071546,1501170,I,I,I,I,86600,I,I,I,I,1,3,3,1
1680,18.489285714285714,201501,2,2,3,1,0.9615809974071546,1501171,R,R,R,R,42100,R,R,R,R,3,1,3,1
1456,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501172,R,R,R,R,52000,R,R,R,R,1,3,3,1
1568,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501173,R,R,R,R,54900,R,R,R,R,3,3,3,1
1716,4.1,201501,2,2,2,2,0.9615809974071546,1501174,R,R,R,R,112600,R,R,R,R,3,3,3,1
1456,4.1,201501,2,2,2,2,0.9615809974071546,1501175,R,I,R,R,82900,R,R,R,R,3,3,3,1
1344,4.1,201501,2,2,2,2,0.9615809974071546,1501176,R,R,R,R,64900,R,R,R,R,3,1,3,1
1248,4.1,201501,2,2,2,2,0.9615809974071546,1501177,I,I,I,I,75800,I,I,I,I,3,1,3,1
1456,4.1,201501,2,2,2,1,0.9615809974071546,1501178,R,R,R,R,55000,R,R,R,R,3,1,3,1
1344,4.1,201501,2,2,2,2,0.9615809974071546,1501179,R,R,R,R,50200,R,R,R,R,3,3,3,1
1680,4.1,201501,2,2,2,2,0.9615809974071546,1501180,I,I,I,I,90400,I,I,I,I,3,1,3,1
2304,4.1,201501,2,2,2,2,0.9615809974071546,1501181,R,R,R,R,97800,R,R,R,R,3,3,3,1
2016,4.1,201501,2,2,2,2,0.9615809974071546,1501182,R,R,R,R,92700,R,R,R,R,3,3,3,1
2128,18.489285714285714,201501,2,2,3,1,0.9615809974071546,1501183,R,R,R,R,83000,I,I,I,I,3,3,3,1
2432,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501184,R,R,R,R,113000,R,R,R,R,3,3,3,1
1904,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501185,R,R,R,R,57200,R,R,R,R,3,3,2,1
3420,12.326190476190476,201501,2,3,5,2,0.9615809974071546,1501186,R,R,R,R,131800,R,R,R,R,3,3,3,1
1536,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501187,R,I,R,R,85600,I,I,I,I,3,3,3,1
1984,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501188,R,R,R,R,81600,R,R,R,R,3,3,3,1
1456,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501189,R,R,R,R,62300,R,R,R,R,3,1,3,1
2240,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501190,R,R,R,R,96300,R,R,R,R,3,3,3,1
1344,4.1,201501,2,2,2,2,0.9615809974071546,1501191,R,R,R,R,56500,R,R,R,R,3,1,3,1
1568,4.1,201501,2,2,2,1,0.9615809974071546,1501192,I,I,I,I,86600,I,I,I,I,3,1,2,1
1456,4.1,201501,2,2,2,1,0.9615809974071546,1501193,R,R,R,R,67000,R,R,R,R,3,1,3,1
1456,4.1,201501,2,2,2,2,0.9615809974071546,1501194,R,R,R,R,50000,R,R,R,R,3,1,3,1
1248,4.1,201501,2,2,2,1,0.9615809974071546,1501195,R,R,R,R,59600,R,R,R,R,3,1,2,1
1456,4.1,201501,2,2,2,2,0.9615809974071546,1501196,R,R,R,R,67000,R,R,R,R,3,1,3,1
1456,4.1,201501,2,2,2,1,0.9615809974071546,1501197,R,R,R,R,67000,R,R,R,R,3,1,3,1
1680,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501198,R,R,R,R,136400,R,R,R,R,3,3,3,1
1920,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501199,R,R,R,R,66000,R,R,R,R,3,3,3,1
1680,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501200,I,I,I,I,90400,I,I,I,I,3,3,3,1
1344,18.489285714285714,201501,2,2,3,1,0.9615809974071546,1501201,R,R,R,R,42100,R,R,R,R,3,3,3,1
3456,12.326190476190476,201501,2,3,5,2,0.9615809974071546,1501202,R,R,R,R,140000,I,I,I,I,3,1,3,1
1344,4.1,201501,2,2,2,2,0.9615809974071546,1501203,R,R,R,R,53400,R,R,R,R,1,3,3,1
1344,4.1,201501,2,2,2,1,0.9615809974071546,1501204,R,R,R,R,43300,R,R,R,R,3,3,2,1
1680,4.1,201501,2,2,2,2,0.9615809974071546,1501205,R,R,R,R,73500,R,R,R,R,3,3,3,1
2400,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501206,R,R,R,R,118500,R,R,R,R,3,1,3,1
1792,4.1,201501,2,2,2,2,0.9615809974071546,1501207,R,R,R,R,89600,R,R,R,R,3,3,3,1
1568,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501208,I,I,I,I,86600,I,I,I,I,1,3,3,1
1120,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501209,R,R,R,R,86400,R,R,R,R,3,3,3,1
2016,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501210,R,R,R,R,74900,R,R,R,R,3,3,3,1
1200,2.825,201501,2,2,1,2,0.9615809974071546,1501211,R,I,R,R,74200,R,R,R,R,3,1,3,1
1680,2.825,201501,2,2,1,2,0.9615809974071546,1501212,I,I,I,I,90400,I,I,I,I,3,3,3,1
1792,2.825,201501,2,2,1,2,0.9615809974071546,1501213,R,R,R,R,92100,R,R,R,R,3,3,3,1
1728,2.825,201501,2,2,1,1,0.9615809974071546,1501214,R,I,R,R,92000,R,R,R,R,1,1,3,1
1792,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501215,I,I,I,I,94200,I,I,I,I,3,3,3,1
2128,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501216,R,R,R,R,90300,R,R,R,R,3,1,3,1
1904,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501217,I,I,I,I,98000,I,I,I,I,3,3,3,1
1440,4.1,201501,2,2,2,3,0.9615809974071546,1501218,R,I,R,R,82300,R,R,R,R,3,1,2,1
1904,4.1,201501,2,2,2,2,0.9615809974071546,1501219,R,R,R,R,57900,I,I,I,I,3,1,3,1
1484,4.1,201501,2,2,2,2,0.9615809974071546,1501220,R,R,R,R,76900,R,R,R,R,3,3,3,1
1232,4.1,201501,2,2,2,2,0.9615809974071546,1501221,R,R,R,R,66900,R,R,R,R,3,3,3,1
2112,18.489285714285714,201501,2,2,3,2,0.9615809974071546,1501222,R,R,R,R,63000,R,R,R,R,3,3,3,1
1485,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501223,R,R,R,R,95600,R,R,R,R,3,3,3,1
1404,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501224,I,I,I,I,81100,I,I,I,I,3,3,3,1
1296,6.294736842105263,201501,2,2,4,3,0.9615809974071546,1501225,R,R,R,R,95800,R,R,R,R,3,3,2,1
2560,4.196491228070175,201501,2,3,5,2,0.9615809974071546,1501226,R,R,R,R,138300,R,R,R,R,3,3,3,1
1344,6.294736842105263,201501,2,2,4,2,0.9615809974071546,1501227,R,R,R,R,59200,R,R,R,R,3,3,3,1
1232,2.825,201501,2,2,1,2,0.9615809974071546,1501228,R,R,R,R,67500,R,R,R,R,3,3,3,1
1680,2.825,201501,2,2,1,2,0.9615809974071546,1501229,R,R,R,R,83800,R,R,R,R,3,3,2,1
1344,2.825,201501,2,2,1,1,0.9615809974071546,1501230,R,R,R,R,58600,R,R,R,R,3,3,3,1
1568,2.825,201501,2,2,1,3,0.9615809974071546,1501231,R,R,R,R,102000,R,R,R,R,3,1,3,1
1456,2.825,201501,2,2,1,2,0.9615809974071546,1501232,R,R,R,R,74900,R,R,R,R,3,3,3,1
