SQFT,weight,shipmonth,status,SECTIONS,LOCREGIN,TITLED,wgtadj,controlid,jstatus,jprice,jsqft,jbedroom,price,jtitle,jlocation,jfoundation,jsecured,bedrooms,location,foundation,secured
1056,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507144,R,R,R,R,61300,R,R,R,R,3,1,2,1
1568,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507145,I,I,I,I,85400,I,I,I,I,3,1,2,1
1458,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507146,R,R,R,R,48800,R,R,R,R,3,1,3,1
1056,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507147,R,R,R,R,110900,R,R,R,R,3,1,2,1
1539,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507148,R,I,R,R,84500,R,R,R,R,3,3,2,1
1539,5.207017543859649,201507,2,3,5,2,1.0386423693615665,1507149,I,I,I,I,84500,I,I,I,I,3,1,2,1
1000,5.207017543859649,201507,2,3,5,2,1.0386423693615665,1507150,I,I,I,I,59900,I,I,I,I,3,1,2,1
1152,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507151,R,R,R,R,64900,R,R,R,R,3,3,3,1
1890,7.810526315789474,201507,2,2,4,3,1.0386423693615665,1507152,R,R,R,R,238500,R,R,R,R,1,1,2,3
1248,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507153,R,R,R,R,73300,R,R,R,R,3,3,3,1
1620,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507154,R,R,R,R,238500,R,R,R,R,3,1,3,1
1512,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507155,R,R,R,R,153000,R,R,R,R,3,1,2,1
1392,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507156,R,R,R,R,75400,R,R,R,R,3,1,3,1
1056,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507157,I,I,I,I,69800,I,I,I,I,3,1,3,1
1782,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507158,R,R,R,R,130900,R,R,R,R,1,1,2,1
1296,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507159,I,I,I,I,77100,I,I,I,I,3,1,2,1
1056,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507160,R,R,R,R,100000,R,R,R,R,3,1,2,1
1701,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507161,R,R,R,R,238500,R,R,R,R,1,1,2,1
1856,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507162,R,R,R,R,108000,R,R,R,R,3,3,3,1
1620,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507163,I,I,I,I,87000,I,I,I,I,3,1,2,1
1232,6.15,201507,2,2,1,2,1.0386423693615665,1507164,I,I,I,I,75200,I,I,I,I,1,1,2,1
1568,6.15,201507,2,2,1,2,1.0386423693615665,1507165,R,R,R,R,59000,R,R,R,R,3,1,3,1
1344,6.15,201507,2,2,1,2,1.0386423693615665,1507166,I,I,I,I,78600,I,I,I,I,3,1,3,1
1456,6.15,201507,2,2,1,2,1.0386423693615665,1507167,R,R,R,R,97100,R,R,R,R,1,3,2,1
1344,6.15,201507,2,2,1,1,1.0386423693615665,1507168,R,R,R,R,68000,R,R,R,R,3,1,3,1
1344,6.15,201507,2,2,1,2,1.0386423693615665,1507169,I,I,I,I,78600,I,I,I,I,3,1,2,1
1344,6.15,201507,2,2,1,1,1.0386423693615665,1507170,R,R,R,R,114700,R,R,R,R,3,3,3,1
1232,6.15,201507,2,2,1,1,1.0386423693615665,1507171,R,R,R,R,45800,R,R,R,R,3,1,3,1
1120,6.15,201507,2,2,1,2,1.0386423693615665,1507172,R,R,R,R,45800,R,R,R,R,3,3,3,1
1100,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507173,R,R,R,R,59100,R,R,R,R,1,1,3,1
2304,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507174,R,I,R,R,107900,R,R,R,R,3,3,3,1
1568,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507175,R,R,R,R,86000,R,R,R,R,3,1,3,1
1920,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507176,R,R,R,R,136400,R,R,R,R,1,1,3,1
1568,21.03214285714286,201507,2,2,3,3,1.0386423693615665,1507177,R,R,R,R,42100,R,R,R,I,3,3,3,1
1512,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507178,R,R,R,R,108200,R,R,R,R,1,1,3,1
1100,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507179,R,R,R,R,110400,R,R,R,R,1,1,3,1
2176,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507180,R,R,R,R,75600,R,R,R,R,3,3,3,1
1456,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507181,R,R,R,R,75900,R,R,R,R,3,1,3,1
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507182,R,I,R,R,82000,R,R,R,R,3,1,3,1
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507183,R,I,R,R,82000,R,R,R,R,3,3,3,1
2048,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507184,R,I,R,R,100100,R,R,R,R,3,3,3,1
1344,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507185,I,I,I,I,78600,I,I,I,I,3,1,3,1
1568,5.631818181818182,201507,2,2,2,3,1.0386423693615665,1507186,R,R,R,R,43300,R,R,R,R,3,3,3,1
1568,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507187,I,I,I,I,85400,I,I,I,I,3,1,3,1
1568,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507188,R,I,R,R,85400,R,R,R,R,3,1,3,1
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507189,R,R,R,R,54400,R,R,R,R,3,1,2,1
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507190,R,R,R,R,105600,R,R,R,R,3,3,3,1
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507191,R,R,R,R,54400,R,R,R,R,3,1,2,1
1568,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507192,R,R,R,R,62000,R,R,R,R,3,3,3,1
1680,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507193,R,I,R,R,88800,R,R,R,R,3,3,3,1
1568,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507194,R,R,R,R,68500,R,R,R,R,3,3,3,1
1456,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507195,R,R,R,R,62000,R,R,R,R,3,3,3,1
2432,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507196,R,R,R,R,107300,R,R,R,R,3,3,3,1
2016,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507197,R,R,R,R,75400,R,R,R,R,3,3,3,1
1456,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507198,R,R,R,R,64900,R,R,R,R,3,3,3,1
2432,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507199,R,R,R,R,96000,R,R,R,R,3,3,3,1
1344,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507200,R,R,R,R,70800,R,R,R,R,3,1,3,1
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507201,R,R,R,R,43300,R,R,R,R,3,1,3,1
1512,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507202,R,R,R,R,43300,R,R,R,R,3,1,3,1
1568,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507203,I,I,I,I,85400,I,I,I,I,3,1,3,1
1344,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507204,R,R,R,R,65300,R,R,R,R,3,1,2,1
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507205,I,I,I,I,82000,I,I,I,I,3,1,2,1
2016,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507206,R,R,R,R,70000,R,R,R,R,3,3,3,1
1904,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507207,R,R,R,R,80400,I,R,R,R,3,3,3,1
3800,3.7545454545454544,201507,2,3,5,2,1.0386423693615665,1507208,R,R,R,R,157900,R,R,R,R,3,3,3,1
1344,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507209,I,I,I,I,78600,I,I,I,I,3,1,3,1
2176,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507210,I,I,I,I,104000,I,I,I,I,3,3,3,1
1344,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507211,R,R,R,R,43300,R,R,R,R,3,1,3,1
2240,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507212,R,R,R,R,122000,R,R,R,R,3,1,3,1
2176,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507213,R,R,R,R,84300,R,R,R,R,3,3,2,1
1344,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507214,R,R,R,R,66900,R,R,R,R,1,3,3,1
2400,7.810526315789474,201507,2,2,4,3,1.0386423693615665,1507215,R,I,R,R,107100,R,R,R,R,3,3,2,1
2432,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507216,R,R,R,R,151300,R,R,R,R,3,1,3,1
1456,5.631818181818182,201507,2,2,2,3,1.0386423693615665,1507217,R,R,R,R,61900,R,R,R,R,3,1,3,1
2280,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507218,R,R,R,R,151300,R,R,R,R,3,1,3,1
2016,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507219,R,R,R,R,69000,R,R,R,R,3,3,2,1
1404,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507220,I,I,I,I,80400,I,I,I,I,3,3,3,1
1344,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507221,R,R,R,R,65000,R,R,R,R,3,3,3,1
1344,6.15,201507,2,2,1,2,1.0386423693615665,1507222,R,R,R,R,57600,R,R,R,R,3,3,3,1
1232,6.15,201507,2,2,1,3,1.0386423693615665,1507223,I,I,I,I,75200,I,I,I,I,3,3,2,1
1560,6.15,201507,2,2,1,2,1.0386423693615665,1507224,R,R,R,R,106000,R,R,R,R,3,3,3,1
2100,6.15,201507,2,2,1,1,1.0386423693615665,1507225,I,I,I,I,105900,I,I,I,I,3,3,3,1
1568,6.15,201507,2,2,1,2,1.0386423693615665,1507226,R,R,R,R,61600,R,R,R,R,3,3,3,1
1344,6.15,201507,2,2,1,2,1.0386423693615665,1507227,R,R,R,R,88500,R,R,R,R,3,1,3,1
2100,6.15,201507,2,2,1,2,1.0386423693615665,1507228,R,R,R,R,88200,R,R,R,R,3,3,3,1
1344,6.15,201507,2,2,1,1,1.0386423693615665,1507229,I,I,I,I,78600,I,I,I,I,3,3,2,1
1000,6.15,201507,2,2,1,2,1.0386423693615665,1507230,R,I,R,R,69800,R,R,R,R,1,1,3,1
1792,6.15,201507,2,2,1,3,1.0386423693615665,1507231,R,R,R,R,59900,R,R,R,R,3,3,2,1
1344,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507232,R,R,R,R,84400,R,R,R,R,3,1,3,1
1680,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507233,I,I,I,I,88800,I,I,I,I,3,1,3,1
1512,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507234,I,I,I,I,83700,I,I,I,I,3,1,3,1
1566,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507235,I,I,I,I,85400,I,I,I,I,3,3,3,1
1568,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507236,R,R,R,R,89500,R,R,R,R,3,1,2,1
1568,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507237,R,R,R,R,59500,R,R,R,R,3,1,3,1
1056,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507238,R,R,R,R,58100,R,R,R,R,1,3,3,1
1404,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507239,R,R,R,R,71200,R,R,R,R,3,3,3,1
1890,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507240,I,I,I,I,95200,I,I,I,I,1,3,2,1
1800,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507241,I,I,I,I,92500,I,I,I,I,3,3,3,1
1568,6.15,201507,2,2,1,2,1.0386423693615665,1507242,I,I,I,I,85400,I,I,I,I,3,1,3,1
1620,6.15,201507,2,2,1,2,1.0386423693615665,1507243,R,R,R,R,77800,I,R,R,R,3,1,3,1
1792,6.15,201507,2,2,1,2,1.0386423693615665,1507244,I,I,I,I,92300,I,I,I,I,3,1,3,1
1120,6.15,201507,2,2,1,2,1.0386423693615665,1507245,R,R,R,R,45800,R,R,R,R,3,1,3,1
1120,6.15,201507,2,2,1,2,1.0386423693615665,1507246,I,I,I,I,71800,I,I,I,I,3,1,3,1
1232,6.15,201507,2,2,1,3,1.0386423693615665,1507247,R,R,R,R,45800,I,I,I,I,3,1,3,1
1344,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507248,R,R,R,R,42100,R,R,R,R,3,1,3,1
1680,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507249,R,R,R,R,65400,R,R,R,R,3,3,3,1
1904,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507250,R,R,R,R,60500,R,R,R,R,3,3,3,1
2280,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507251,R,R,R,R,85500,R,R,R,R,3,3,3,1
1848,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507252,R,I,R,R,94000,R,R,R,R,3,3,3,1
1344,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507253,R,R,R,R,78300,R,R,R,R,3,3,2,1
1568,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507254,R,R,R,R,70000,R,R,R,R,3,3,3,1
1568,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507255,R,R,R,R,42100,R,R,R,R,3,3,3,1
1456,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507256,R,R,R,R,42100,R,R,R,R,3,3,3,1
1568,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507257,R,R,R,R,53000,R,R,R,R,3,3,3,1
1680,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507258,I,I,I,I,88800,I,I,I,I,3,3,3,1
1100,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507259,R,R,R,R,53800,R,R,R,R,3,3,3,1
2016,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507260,I,I,I,I,99100,I,I,I,I,3,3,3,1
1568,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507261,I,I,I,I,85400,I,I,I,I,3,3,3,1
2432,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507262,I,I,I,I,111800,I,I,I,I,3,3,3,1
1568,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507263,R,R,R,R,60800,R,R,R,R,3,3,3,1
1100,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507264,R,R,R,R,57300,R,R,R,R,3,3,3,1
1232,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507265,R,R,R,R,64100,R,R,R,R,3,3,3,1
2108,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507266,R,R,R,R,119300,R,R,R,R,3,3,3,1
2048,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507267,I,I,I,I,100100,I,I,I,I,3,3,3,1
1680,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507268,R,R,R,R,68300,R,R,R,R,3,3,3,1
2016,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507269,R,R,R,R,76000,R,R,R,R,3,3,3,1
1904,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507270,R,R,R,R,42100,R,R,R,R,3,3,3,1
1100,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507271,R,R,R,R,79500,R,R,R,R,3,3,3,1
1568,21.03214285714286,201507,2,2,3,3,1.0386423693615665,1507272,R,R,R,R,56900,I,I,I,I,3,3,2,1
1248,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507273,R,R,R,R,80000,R,R,R,R,3,3,1,9
3240,5.207017543859649,201507,2,3,5,1,1.0386423693615665,1507274,R,I,R,R,136400,R,R,R,R,3,3,1,9
1296,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507275,R,R,R,R,95800,R,R,R,R,3,3,1,9
1800,7.810526315789474,201507,2,2,4,3,1.0386423693615665,1507276,R,R,R,R,121000,R,R,R,R,3,1,1,9
1456,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507277,R,R,R,R,83300,R,R,R,R,3,3,1,9
1152,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507278,R,R,R,R,124600,R,R,R,R,3,3,1,9
1568,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507279,R,R,R,R,86100,R,R,R,R,3,3,1,9
1568,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507280,R,R,R,R,68000,R,R,R,R,3,3,1,9
2432,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507281,R,R,R,R,136400,R,R,R,R,3,3,1,9
1620,5.207017543859649,201507,2,3,5,2,1.0386423693615665,1507282,I,I,I,I,87000,I,I,I,I,3,1,1,9
1188,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507283,R,R,R,R,82600,R,R,R,R,3,3,1,9
1620,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507284,R,R,R,R,90000,R,R,R,R,3,1,1,9
1620,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507285,R,R,R,R,90000,R,R,R,R,3,1,1,9
1800,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507286,R,R,R,R,175000,R,R,R,R,3,1,1,9
1568,6.15,201507,2,2,1,2,1.0386423693615665,1507287,R,R,R,R,232400,R,R,R,R,1,1,1,9
2176,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507288,R,I,I,I,104000,I,I,I,R,3,3,1,9
1456,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507289,R,R,R,R,103200,R,R,R,R,3,3,1,9
2016,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507290,I,I,I,I,99100,I,I,I,I,3,3,1,9
2400,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507291,I,I,I,I,107100,I,I,I,I,3,3,1,9
1512,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507292,R,R,R,R,80000,R,R,R,R,3,1,1,9
1152,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507293,R,R,R,R,64100,R,R,R,R,3,3,1,9
1680,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507294,I,I,I,I,88800,I,I,I,I,3,3,1,9
2016,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507295,I,I,I,I,99100,I,I,I,I,3,1,1,9
1300,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507296,R,R,R,R,80200,R,R,R,R,3,3,1,9
1344,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507297,R,R,R,R,67600,R,R,R,R,3,3,1,9
1344,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507298,R,R,R,R,68700,R,R,R,R,3,3,1,9
1792,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507299,R,R,R,R,91900,I,R,R,R,3,3,1,9
2432,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507300,R,R,R,R,108400,R,R,R,R,3,3,1,9
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507301,I,I,I,I,82000,I,I,I,I,3,1,1,9
1680,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507302,R,R,R,R,151300,R,R,R,R,3,1,1,9
1456,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507303,R,R,R,R,43300,R,R,R,R,3,1,1,9
2048,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507304,R,R,R,R,82500,R,R,R,R,3,3,1,9
1568,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507305,R,R,R,R,109000,R,R,R,R,3,3,1,9
2128,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507306,R,R,R,R,151300,R,R,R,R,3,3,1,9
1620,5.631818181818182,201507,2,2,2,2,1.0386423693615665,1507307,R,R,R,R,102000,R,R,R,R,3,3,1,9
1568,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507308,I,I,I,I,85400,I,I,I,I,3,3,1,9
1404,7.810526315789474,201507,2,2,4,2,1.0386423693615665,1507309,R,R,R,R,102000,R,R,R,R,3,3,1,9
1568,7.810526315789474,201507,2,2,4,1,1.0386423693615665,1507310,R,R,R,R,65000,R,R,R,R,3,3,1,9
1568,6.15,201507,2,2,1,1,1.0386423693615665,1507311,R,R,R,R,65300,R,R,R,R,3,3,1,9
1232,6.15,201507,2,2,1,2,1.0386423693615665,1507312,I,I,I,I,75200,I,I,I,I,3,3,1,9
1232,6.15,201507,2,2,1,1,1.0386423693615665,1507313,R,R,R,R,57000,R,R,R,R,3,3,1,9
1560,6.15,201507,2,2,1,2,1.0386423693615665,1507314,I,I,I,I,85200,I,I,I,I,3,3,1,9
1456,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507315,R,R,R,R,73700,R,R,R,R,3,3,1,9
1792,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507316,R,R,R,R,81000,R,R,R,R,3,3,1,9
1248,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507317,R,R,R,R,75900,R,R,R,R,3,1,1,9
1560,6.15,201507,2,2,1,2,1.0386423693615665,1507318,R,R,R,R,92500,R,R,R,R,3,3,1,9
1232,6.15,201507,2,2,1,2,1.0386423693615665,1507319,R,R,R,R,69000,R,R,R,R,3,1,1,9
1728,6.15,201507,2,2,1,1,1.0386423693615665,1507320,R,R,I,I,45800,R,R,R,R,3,1,1,9
1728,6.15,201507,2,2,1,1,1.0386423693615665,1507321,R,R,R,R,145000,R,R,R,R,3,3,1,9
1680,6.15,201507,2,2,1,1,1.0386423693615665,1507322,R,R,R,R,63200,R,R,R,R,1,3,1,9
1344,21.03214285714286,201507,2,2,3,2,1.0386423693615665,1507323,I,I,I,I,78600,I,I,I,I,3,3,1,9
1568,21.03214285714286,201507,2,2,3,1,1.0386423693615665,1507324,R,R,R,R,70600,R,R,R,R,3,3,1,9
2240,7.810526315789474,201507,2,2,3,1,1.0386423693615665,1507325,I,I,I,I,105900,I,I,I,I,3,3,1,9
1568,5.631818181818182,201507,2,2,2,1,1.0386423693615665,1507326,R,R,R,R,76700,R,R,R,R,3,3,1,9
1960,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507327,R,R,R,R,82500,9,9,9,9,3,9,9,9
2048,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507328,R,R,R,R,103900,9,9,9,9,3,9,9,9
1568,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507329,R,R,R,R,42100,9,9,9,9,3,9,9,9
2432,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507330,R,R,R,R,79900,9,9,9,9,3,9,9,9
1456,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507331,R,R,R,R,74100,9,9,9,9,3,9,9,9
1040,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507332,R,R,R,R,155000,9,9,9,9,1,9,9,9
2240,5.207017543859649,201507,1,3,5,9,1.0386423693615665,1507333,R,R,R,R,142000,9,9,9,9,3,9,9,9
1512,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507334,R,R,R,R,125000,9,9,9,9,3,9,9,9
1620,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507335,R,R,R,R,125000,9,9,9,9,3,9,9,9
1792,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507336,R,R,R,R,134600,9,9,9,9,3,9,9,9
1344,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507337,R,R,R,R,85000,9,9,9,9,3,9,9,9
1344,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507338,R,R,R,R,113400,9,9,9,9,1,9,9,9
2100,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507339,R,R,R,R,119000,9,9,9,9,3,9,9,9
1568,7.810526315789474,201507,1,2,4,9,1.0386423693615665,1507340,R,R,R,R,110000,9,9,9,9,3,9,9,9
2016,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507341,R,R,R,R,72900,9,9,9,9,3,9,9,9
2304,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507342,R,R,R,R,78000,9,9,9,9,3,9,9,9
2128,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507343,R,R,R,R,62300,9,9,9,9,3,9,9,9
1568,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507344,R,R,R,R,42100,9,9,9,9,3,9,9,9
1792,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507345,R,R,R,R,74000,9,9,9,9,3,9,9,9
1736,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507346,R,R,R,R,70000,9,9,9,9,3,9,9,9
2128,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507347,R,R,R,R,59900,9,9,9,9,3,9,9,9
2048,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507348,R,R,R,R,80000,9,9,9,9,3,9,9,9
2016,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507349,R,R,R,R,60000,9,9,9,9,3,9,9,9
2240,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507350,R,R,R,R,102900,9,9,9,9,3,9,9,9
1248,6.15,201507,1,2,1,9,1.0386423693615665,1507351,R,R,R,R,72000,9,9,9,9,3,9,9,9
1232,6.15,201507,1,2,1,9,1.0386423693615665,1507352,R,R,R,R,79000,9,9,9,9,1,9,9,9
1960,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507353,R,R,R,R,95500,9,9,9,9,3,9,9,9
1568,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507354,R,R,R,R,89900,9,9,9,9,3,9,9,9
2112,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507355,R,R,R,R,92900,9,9,9,9,3,9,9,9
1568,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507356,R,R,R,R,50700,9,9,9,9,3,9,9,9
1456,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507357,R,R,R,R,80100,9,9,9,9,3,9,9,9
1568,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507358,R,R,R,R,75700,9,9,9,9,3,9,9,9
2048,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507359,R,R,R,R,89900,9,9,9,9,3,9,9,9
1232,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507360,R,R,R,R,42100,9,9,9,9,3,9,9,9
1296,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507361,R,R,R,R,42100,9,9,9,9,3,9,9,9
1344,21.03214285714286,201507,1,2,3,9,1.0386423693615665,1507362,R,R,R,R,68000,9,9,9,9,3,9,9,9
1456,5.631818181818182,201507,1,2,2,9,1.0386423693615665,1507363,R,R,R,R,70700,9,9,9,9,3,9,9,9
1296,5.631818181818182,201507,1,2,2,9,1.0386423693615665,1507364,R,R,R,R,50000,9,9,9,9,3,9,9,9
1680,5.631818181818182,201507,1,2,2,9,1.0386423693615665,1507365,R,R,R,R,86300,9,9,9,9,3,9,9,9
1624,5.631818181818182,201507,1,2,2,9,1.0386423693615665,1507366,R,R,R,R,75000,9,9,9,9,3,9,9,9
1624,5.631818181818182,201507,1,2,2,9,1.0386423693615665,1507367,R,R,R,R,76900,9,9,9,9,3,9,9,9
2016,5.631818181818182,201507,1,2,2,9,1.0386423693615665,1507368,R,R,R,R,88300,9,9,9,9,3,9,9,9
1680,5.631818181818182,201507,1,2,2,9,1.0386423693615665,1507369,R,R,R,R,79900,9,9,9,9,3,9,9,9
