control,shipmonth,weight,wgtadj,status,region,titled,sections,price,sqft,bedrooms,location,foundation,secured,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
17010253,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010254,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010255,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010256,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010257,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010258,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010259,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010260,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010261,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010262,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010263,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010264,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010265,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010266,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010267,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010268,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010269,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010270,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010271,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010272,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010273,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010274,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010275,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010276,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010277,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010278,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010279,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010280,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010281,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010282,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010283,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010284,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010285,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010286,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010287,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010288,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010289,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010290,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010291,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010292,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010293,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010294,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010295,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010296,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010297,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010298,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010299,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010300,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010301,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010302,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010303,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010304,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010305,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010306,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010307,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010308,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010309,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010310,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010311,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010312,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010313,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010314,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010315,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010316,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010317,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010318,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010319,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010320,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010321,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010322,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010323,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010324,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010325,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010326,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010327,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010328,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010329,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010330,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010331,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010332,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010333,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010334,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010335,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010336,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010337,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010338,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010339,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010340,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010341,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010342,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010343,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010344,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010345,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010346,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010347,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010348,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010349,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010350,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010351,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010352,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010353,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010354,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010355,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010356,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010357,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010358,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010359,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010360,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010361,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010362,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010363,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010364,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010365,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010366,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010367,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010368,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010369,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010370,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010371,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010372,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010373,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010374,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010375,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010376,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010377,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010378,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010379,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010380,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010381,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010382,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010383,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010384,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010385,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010386,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010387,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010388,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010389,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010390,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010391,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010392,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010393,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010394,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010395,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010396,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010397,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010398,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010399,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010400,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010401,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010402,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010403,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010404,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010405,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010406,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010407,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010408,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010409,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010410,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010411,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010412,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010413,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010414,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010415,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010416,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010417,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010418,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010419,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010420,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010421,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010422,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010423,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010424,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010425,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010426,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010427,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010428,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010429,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010430,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010431,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010432,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010433,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010434,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010435,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010436,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010437,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010438,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010439,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010440,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010441,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010442,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010443,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010444,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010445,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010446,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010447,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010448,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010449,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010450,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010451,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010452,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010453,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010454,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010455,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010456,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010457,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010458,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010459,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010460,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010461,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010462,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010463,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010464,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010465,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010466,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010467,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010468,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010469,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010470,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010471,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010472,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010473,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010474,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010475,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010476,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010477,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010478,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010479,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010480,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010481,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010482,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010483,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010484,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010485,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010486,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010487,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010488,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010489,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010490,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010491,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010492,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010493,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010494,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010495,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010496,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010497,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010498,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010499,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010500,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010501,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010502,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010503,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010504,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010505,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010506,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010507,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010508,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010509,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010510,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010511,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010512,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010513,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010514,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010515,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010516,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010517,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010518,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
17010519,201701,1.0,1.0154,3,5,9,1,9,9,9,9,9,9,R,9,9,9,9,9,9,9
